name,rating,genre,year,score,budget,gross,runtime
Prick Up Your Ears,R,Biography,1987,7.3,,1672927.0,105.0
The Principal,R,Action,1987,6.3,11000000.0,19734940.0,109.0
American Ninja 2: The Confrontation,R,Action,1987,4.9,350000.0,4000000.0,90.0
Housekeeping,PG,Comedy,1987,7.2,,1083282.0,116.0
A Prayer for the Dying,R,Action,1987,6.3,6000000.0,1432687.0,107.0
Slam Dance,R,Crime,1987,5.3,4500000.0,406881.0,92.0
Rampage,R,Drama,1987,6.2,7500000.0,796368.0,97.0
The Sicilian,R,Action,1987,5.4,9000000.0,5406879.0,115.0
"Silent Night, Deadly Night Part 2",R,Horror,1987,3.8,100000.0,,88.0
Creepozoids,R,Horror,1987,4.0,75000.0,,72.0
The Outing,R,Horror,1987,5.1,2000000.0,1083395.0,87.0
Nightflyers,R,Horror,1987,4.3,,1149470.0,89.0
Fatal Beauty,R,Action,1987,5.4,,12046526.0,104.0
Siesta,R,Drama,1987,5.6,,700000.0,97.0
Leonard Part 6,PG,Action,1987,2.2,24000000.0,4615255.0,85.0
Boyfriends and Girlfriends,PG,Comedy,1987,7.6,,824024.0,103.0
White Mischief,R,Crime,1987,6.3,5300000.0,3107551.0,107.0
White of the Eye,R,Horror,1987,6.2,,,110.0
Hot Pursuit,PG-13,Comedy,1987,5.8,,4215849.0,93.0
Hollywood Shuffle,R,Comedy,1987,7.0,100000.0,5228617.0,78.0
The Dead,PG,Drama,1987,7.3,,4370078.0,83.0
Gardens of Stone,R,Drama,1987,6.4,,5262047.0,111.0
Nuts,R,Drama,1987,6.6,25000000.0,30950002.0,116.0
Four Adventures of Reinette and Mirabelle,Not Rated,Comedy,1987,7.6,,22039.0,99.0
Walk Like a Man,PG,Comedy,1987,4.8,,,86.0
Cross My Heart,R,Comedy,1987,5.7,,1025762.0,90.0
Walker,R,Biography,1987,6.6,5800000.0,,94.0
Malone,R,Action,1987,5.7,10000000.0,3060858.0,92.0
Making Mr. Right,PG-13,Comedy,1987,5.4,,1584970.0,98.0
Return to Horror High,R,Comedy,1987,4.3,,1189709.0,95.0
Straight to Hell,R,Action,1987,5.7,1000000.0,210200.0,86.0
Hello Again,PG,Comedy,1987,5.3,,20419446.0,96.0
Promised Land,R,Drama,1987,5.7,,316199.0,102.0
Dead of Winter,R,Drama,1987,6.2,,2413427.0,100.0
"No Retreat, No Surrender 2",R,Adventure,1987,5.1,,,92.0
My Demon Lover,PG-13,Comedy,1987,4.6,,3922273.0,90.0
China Girl,R,Crime,1987,6.2,,1262091.0,90.0
Five Corners,R,Crime,1987,6.2,5500000.0,969205.0,90.0
The Squeeze,PG-13,Action,1987,4.7,19000000.0,2228951.0,101.0
Nadine,PG,Comedy,1987,5.5,12000000.0,5669831.0,83.0
Personal Services,R,Comedy,1987,6.4,19897678.0,1744164.0,105.0
Cyclone,R,Action,1987,4.5,,,89.0
Three for the Road,PG,Drama,1987,5.3,,1539000.0,88.0
Little Dorrit,G,Drama,1987,7.3,,1025228.0,357.0
The Year My Voice Broke,PG-13,Drama,1987,7.4,,213901.0,103.0
The Belly of an Architect,R,Drama,1987,7.0,,,119.0
Pass the Ammo,R,Comedy,1987,6.1,,169785.0,93.0
In the Mood,PG-13,Comedy,1987,6.2,7000000.0,999382.0,98.0
Surrender,PG,Comedy,1987,5.4,15000000.0,5711976.0,105.0
Intervista,,Comedy,1987,7.0,,138608.0,105.0
Square Dance,PG-13,Drama,1987,5.9,,225358.0,112.0
Shy People,R,Drama,1987,6.7,,,118.0
A Man in Love,R,Drama,1987,5.9,,949451.0,125.0
Disorderlies,PG,Comedy,1987,5.0,,10348437.0,86.0
Anguish,R,Horror,1987,6.7,,,89.0
September,PG,Drama,1987,6.5,10000000.0,486434.0,83.0
Oci ciornie,,Comedy,1987,7.4,,2201428.0,118.0
Burglar,R,Comedy,1987,5.2,,16337355.0,103.0
The Kindred,R,Horror,1987,5.6,,2407024.0,91.0
Julia and Julia,R,Drama,1987,5.6,,901364.0,98.0
Russkies,PG,Drama,1987,5.6,,2189047.0,99.0
"Sister, Sister",R,Drama,1987,5.4,4000000.0,743445.0,91.0
From the Hip,PG,Comedy,1987,6.2,,9518342.0,111.0
Death Before Dishonor,R,Action,1987,4.9,,4546244.0,91.0
Cold Steel,R,Action,1987,4.5,,285885.0,91.0
Million Dollar Mystery,PG,Comedy,1987,5.1,10000000.0,989033.0,95.0
The Glass Menagerie,PG,Drama,1987,7.1,,895904.0,134.0
Anna,PG-13,Drama,1987,6.5,,1236848.0,100.0
Die Hard,R,Action,1988,8.2,28000000.0,141603197.0,132.0
Midnight Run,R,Action,1988,7.5,30000000.0,81613606.0,126.0
Beetlejuice,PG,Comedy,1988,7.5,15000000.0,74270074.0,92.0
Big,PG,Comedy,1988,7.3,18000000.0,151927281.0,104.0
Rain Man,R,Drama,1988,8.0,25000000.0,354825435.0,133.0
Running on Empty,PG-13,Crime,1988,7.7,7000000.0,2847941.0,116.0
They Live,R,Action,1988,7.3,4000000.0,13008928.0,94.0
Willow,PG,Action,1988,7.3,35000000.0,57269863.0,126.0
Crocodile Dundee II,PG,Action,1988,5.6,14000000.0,239606210.0,108.0
Heathers,R,Comedy,1988,7.2,3000000.0,1163969.0,103.0
Coming to America,R,Comedy,1988,7.1,39000000.0,288752301.0,117.0
Who Framed Roger Rabbit,PG,Animation,1988,7.7,70000000.0,329803958.0,104.0
Mystic Pizza,R,Comedy,1988,6.3,6000000.0,12793213.0,104.0
Akira,R,Animation,1988,8.0,,2562351.0,124.0
Cinema Paradiso,PG,Drama,1988,8.5,5000000.0,13019063.0,155.0
Mississippi Burning,R,Crime,1988,7.8,15000000.0,34603943.0,128.0
Child's Play,R,Fantasy,1988,6.6,9000000.0,44196684.0,87.0
Twins,PG,Comedy,1988,6.1,15000000.0,216614388.0,107.0
The Naked Gun: from the Files of Police Squad!,PG-13,Comedy,1988,7.6,12000000.0,78756177.0,85.0
The Great Outdoors,PG,Comedy,1988,6.6,24000000.0,43455230.0,91.0
Cocktail,R,Comedy,1988,5.9,20000000.0,171504781.0,104.0
My Neighbor Totoro,G,Animation,1988,8.2,3700000.0,30550920.0,86.0
Young Guns,R,Action,1988,6.9,13000000.0,45661556.0,107.0
A Fish Called Wanda,R,Comedy,1988,7.5,7500000.0,62493712.0,108.0
Working Girl,R,Comedy,1988,6.8,28000000.0,102953112.0,113.0
Bloodsport,R,Action,1988,6.8,1100000.0,11806119.0,92.0
The Last Temptation of Christ,R,Drama,1988,7.5,7000000.0,8865702.0,164.0
Married to the Mob,R,Comedy,1988,6.2,10000000.0,21486757.0,104.0
The Land Before Time,G,Animation,1988,7.4,12500000.0,84460846.0,69.0
Rambo III,R,Action,1988,5.8,63000000.0,189015611.0,102.0
The Accused,R,Crime,1988,7.2,13000000.0,32078318.0,111.0
Dangerous Liaisons,R,Drama,1988,7.6,14000000.0,34670720.0,119.0
Earth Girls Are Easy,PG,Comedy,1988,5.4,10000000.0,3916303.0,100.0
Hairspray,PG,Comedy,1988,7.0,2000000.0,6673032.0,92.0
Dead Ringers,R,Drama,1988,7.3,13000000.0,8038508.0,116.0
Bull Durham,R,Comedy,1988,7.1,7000000.0,50888729.0,108.0
The Big Blue,PG,Adventure,1988,7.6,,3975244.0,168.0
The Unbearable Lightness of Being,R,Drama,1988,7.3,17000000.0,10006806.0,171.0
The Blob,R,Horror,1988,6.5,19000000.0,8247943.0,95.0
Oliver & Company,G,Animation,1988,6.7,31000000.0,74151346.0,74.0
Two Moon Junction,R,Drama,1988,5.1,,1547397.0,104.0
Beaches,PG-13,Comedy,1988,6.9,20000000.0,57041866.0,123.0
Red Heat,R,Action,1988,6.1,29000000.0,34994648.0,104.0
A Nightmare on Elm Street 4: The Dream Master,R,Horror,1988,5.7,13000000.0,49369899.0,93.0
The Accidental Tourist,PG,Drama,1988,6.8,,32632093.0,121.0
The Adventures of Baron Munchausen,PG,Adventure,1988,7.2,46630000.0,8083123.0,126.0
Killer Klowns from Outer Space,PG-13,Comedy,1988,6.2,2000000.0,,88.0
Halloween 4: The Return of Michael Myers,R,Horror,1988,5.9,5000000.0,17768757.0,88.0
Elvira: Mistress of the Dark,PG-13,Comedy,1988,6.6,7500000.0,5596267.0,96.0
Mac and Me,PG,Adventure,1988,3.4,13000000.0,6424112.0,99.0
Above the Law,R,Action,1988,6.0,7500000.0,18869631.0,99.0
Scrooged,PG-13,Comedy,1988,7.0,32000000.0,60329001.0,101.0
The Dead Pool,R,Action,1988,6.3,31000000.0,37903295.0,91.0
I'm Gonna Git You Sucka,R,Action,1988,6.6,3000000.0,13030057.0,88.0
Pumpkinhead,R,Fantasy,1988,6.2,3500000.0,4385516.0,86.0
Dirty Rotten Scoundrels,PG,Comedy,1988,7.4,,42039085.0,110.0
Friday the 13th Part VII: the New Blood,R,Horror,1988,5.3,2800000.0,19170001.0,88.0
License to Drive,PG-13,Comedy,1988,6.3,8000000.0,22433275.0,88.0
Hellbound: Hellraiser II,R,Horror,1988,6.5,3000000.0,12090735.0,97.0
Frantic,R,Crime,1988,6.9,20000000.0,17637950.0,120.0
Colors,R,Action,1988,6.7,6000000.0,46616067.0,120.0
My Stepmother Is an Alien,PG-13,Comedy,1988,5.4,20000000.0,13854000.0,105.0
A Cry in the Dark,PG-13,Biography,1988,6.9,15000000.0,6908797.0,120.0
The Lair of the White Worm,R,Comedy,1988,5.9,2500000.0,1189315.0,93.0
High Spirits,PG-13,Comedy,1988,5.8,17000000.0,8578231.0,99.0
Vampire's Kiss,R,Comedy,1988,6.0,2000000.0,725131.0,103.0
Return of the Living Dead II,R,Comedy,1988,5.8,6200000.0,9205924.0,89.0
The New Adventures of Pippi Longstocking,G,Adventure,1988,5.9,5000000.0,3569939.0,100.0
Eight Men Out,PG,Drama,1988,7.2,6000000.0,5680515.0,119.0
Stand and Deliver,PG,Biography,1988,7.3,,13994920.0,103.0
Maniac Cop,R,Action,1988,6.0,1100000.0,671382.0,85.0
Women on the Verge of a Nervous Breakdown,R,Comedy,1988,7.6,700000.0,7263129.0,88.0
She's Having a Baby,PG-13,Comedy,1988,5.9,20000000.0,16031707.0,106.0
Police Academy 5: Assignment: Miami Beach,PG,Comedy,1988,4.6,,19510371.0,90.0
Tequila Sunrise,R,Crime,1988,6.1,23000000.0,41292551.0,115.0
Night of the Demons,R,Comedy,1988,6.2,1200000.0,3109904.0,90.0
Biloxi Blues,PG-13,Comedy,1988,6.6,20000000.0,51684798.0,106.0
Shag,PG,Comedy,1988,6.4,5000000.0,6957975.0,98.0
Cocoon: the Return,PG,Adventure,1988,5.4,17500000.0,25024919.0,116.0
Poltergeist III,PG,Horror,1988,4.7,10500000.0,14114488.0,98.0
Waxwork,R,Comedy,1988,6.2,3000000.0,808114.0,95.0
Funny Farm,PG,Comedy,1988,6.2,19000000.0,25537221.0,101.0
As Tears Go By,Not Rated,Crime,1988,7.0,,13133.0,102.0
Fright Night Part 2,R,Comedy,1988,5.9,7500000.0,2983784.0,104.0
Caddyshack II,PG,Comedy,1988,3.8,20000000.0,11798302.0,98.0
School Daze,R,Comedy,1988,6.0,6500000.0,14545844.0,121.0
Johnny Be Good,R,Comedy,1988,4.6,22000000.0,17550399.0,91.0
Taffin,R,Action,1988,5.5,,159969.0,96.0
Short Circuit 2,PG,Comedy,1988,5.7,15000000.0,21630088.0,110.0
The Serpent and the Rainbow,R,Fantasy,1988,6.5,7000000.0,19595031.0,98.0
A Night in the Life of Jimmy Reardon,R,Comedy,1988,5.5,,6264058.0,90.0
The Presidio,R,Action,1988,6.0,,20324096.0,97.0
Big Business,PG,Comedy,1988,6.4,,40150487.0,97.0
Monkey Shines,R,Drama,1988,6.2,7000000.0,5344577.0,113.0
The Seventh Sign,R,Drama,1988,5.9,,18875011.0,97.0
Time of the Gypsies,R,Comedy,1988,8.2,,,142.0
Masquerade,R,Drama,1988,6.1,12000000.0,15855828.0,91.0
Phantasm II,R,Action,1988,6.5,3000000.0,7282851.0,97.0
Tucker: The Man and His Dream,PG,Biography,1988,6.9,23000000.0,19652638.0,110.0
Action Jackson,R,Action,1988,5.4,7000000.0,20256975.0,96.0
"Bright Lights, Big City",R,Drama,1988,5.7,25000000.0,16118077.0,107.0
Shoot to Kill,R,Action,1988,6.8,15000000.0,29300090.0,110.0
The Beast of War,R,Adventure,1988,7.3,8000000.0,161004.0,111.0
Lady in White,PG-13,Fantasy,1988,6.7,4700000.0,1705139.0,113.0
Gorillas in the Mist,PG-13,Biography,1988,7.0,22000000.0,61149479.0,129.0
Alien Nation,R,Action,1988,6.3,16000000.0,32155047.0,91.0
Betrayed,R,Crime,1988,6.3,19000000.0,25816139.0,127.0
Miracle Mile,R,Action,1988,7.0,3700000.0,1145404.0,87.0
Buster,R,Comedy,1988,5.9,,540000.0,102.0
Big Top Pee-wee,PG,Adventure,1988,5.1,,15122324.0,86.0
For Keeps?,PG-13,Comedy,1988,5.9,,17514553.0,90.0
Appointment with Death,PG,Crime,1988,6.2,6000000.0,960040.0,102.0
Some Girls,R,Comedy,1988,5.8,,401421.0,94.0
Critters 2,PG-13,Comedy,1988,5.5,4500000.0,3813293.0,86.0
Dead Heat,R,Action,1988,6.0,5000000.0,3588626.0,86.0
Talk Radio,R,Drama,1988,7.3,4000000.0,3468572.0,110.0
Satisfaction,PG-13,Comedy,1988,4.9,,8253123.0,92.0
The Bear,PG,Adventure,1988,7.7,,31753898.0,96.0
The Milagro Beanfield War,R,Comedy,1988,6.9,22000000.0,13825794.0,117.0
18 Again!,PG,Comedy,1988,5.7,,2567099.0,93.0
Vice Versa,PG,Comedy,1988,5.9,,13664060.0,98.0
Fresh Horses,PG-13,Drama,1988,5.1,14000000.0,6640346.0,105.0
Bat*21,R,Drama,1988,6.5,,3966256.0,105.0
Casual Sex?,R,Comedy,1988,5.0,,12277096.0,97.0
Jack's Back,R,Crime,1988,5.9,1000000.0,,97.0
Bird,R,Biography,1988,7.2,9000000.0,2181286.0,161.0
Stealing Home,PG-13,Drama,1988,6.7,,7467504.0,98.0
Salaam Bombay!,Not Rated,Crime,1988,8.0,,2080758.0,113.0
Young Einstein,PG,Comedy,1988,5.2,,11536599.0,91.0
Punchline,R,Comedy,1988,5.9,15000000.0,21042667.0,128.0
Return to Snowy River,PG,Adventure,1988,6.6,,13687027.0,99.0
Moving,R,Comedy,1988,6.2,,10815378.0,89.0
And God Created Woman,R,Comedy,1988,4.3,,717376.0,100.0
High Hopes,PG,Comedy,1988,7.4,,1192322.0,108.0
Little Nikita,PG,Drama,1988,6.0,15000000.0,1733070.0,98.0
Camille Claudel,R,Biography,1988,7.3,,3331297.0,175.0
Torch Song Trilogy,R,Comedy,1988,7.7,,4870903.0,120.0
Vibes,PG,Adventure,1988,5.7,18000000.0,1883811.0,99.0
36 fillette,,Romance,1988,6.0,,,88.0
D.O.A.,R,Mystery,1988,6.2,,12706478.0,96.0
Braddock: Missing in Action III,R,Action,1988,4.9,,6193901.0,103.0
Red Scorpion,R,Action,1988,5.2,16000000.0,4192440.0,105.0
Drowning by Numbers,R,Comedy,1988,7.2,,424773.0,118.0
Watchers,R,Action,1988,5.4,,940173.0,91.0
Rocket Gibraltar,PG,Drama,1988,6.6,3000000.0,187349.0,99.0
The Unholy,R,Horror,1988,5.0,,6337299.0,102.0
Not of This Earth,R,Comedy,1988,4.9,210000.0,,81.0
A New Life,PG-13,Comedy,1988,5.8,,7721852.0,104.0
1969,R,Drama,1988,5.8,7000000.0,5979011.0,95.0
Arthur 2: on the Rocks,PG,Comedy,1988,4.6,,14681192.0,113.0
Messenger of Death,R,Action,1988,5.5,,3074681.0,91.0
Memories of Me,PG-13,Comedy,1988,5.7,12000000.0,3965604.0,105.0
Chocolat,PG-13,Drama,1988,7.3,,2319801.0,105.0
The Couch Trip,R,Comedy,1988,5.8,19000000.0,11005304.0,97.0
Without a Clue,PG,Comedy,1988,7.0,,8539181.0,107.0
Bad Dreams,R,Horror,1988,5.6,4000000.0,9797098.0,80.0
Another Woman,PG,Drama,1988,7.3,10000000.0,1562749.0,81.0
Paperhouse,PG-13,Drama,1988,6.7,,241278.0,92.0
Sunset,R,Crime,1988,5.7,16000000.0,4594452.0,102.0
Cop,R,Crime,1988,6.4,3000000.0,1984315.0,110.0
Pulse,PG-13,Horror,1988,5.4,6000000.0,40397.0,91.0
Stormy Monday,R,Crime,1988,6.2,4000000.0,1791328.0,93.0
Heart of Midnight,R,Drama,1988,5.4,,,93.0
Switching Channels,PG,Comedy,1988,5.9,18000000.0,9129999.0,105.0
Miles from Home,R,Action,1988,5.7,,188964.0,108.0
Clean and Sober,R,Drama,1988,6.7,,8674093.0,124.0
Crossing Delancey,PG,Comedy,1988,6.9,4000000.0,16262415.0,97.0
Things Change,PG,Comedy,1988,7.0,,3527886.0,100.0
Kansas,R,Crime,1988,5.5,,2432536.0,108.0
Hot to Trot,PG,Comedy,1988,4.4,,6436211.0,83.0
Shakedown,R,Action,1988,6.0,6000000.0,10068039.0,97.0
976-EVIL,R,Comedy,1988,5.1,,2955917.0,92.0
Pascali's Island,PG-13,Drama,1988,6.8,,1451857.0,104.0
Everybody's All-American,R,Drama,1988,6.2,22000000.0,12638294.0,127.0
Heartbreak Hotel,PG-13,Comedy,1988,5.7,13000000.0,5509417.0,97.0
The Chocolate War,R,Drama,1988,6.7,,303624.0,100.0
It Takes Two,PG-13,Comedy,1988,5.4,,344375.0,81.0
Iron Eagle II,PG,Action,1988,3.8,,10497324.0,105.0
Party Line,R,Thriller,1988,4.9,,,91.0
The Kiss,R,Drama,1988,5.4,6000000.0,1869148.0,101.0
Spellbinder,R,Drama,1988,5.8,6000000.0,657446.0,99.0
Patty Hearst,R,Biography,1988,6.3,,1223326.0,108.0
A Handful of Dust,PG,Drama,1988,6.6,,1560700.0,118.0
Criminal Law,R,Crime,1988,5.7,,9974446.0,117.0
A Summer Story,PG-13,Drama,1988,7.3,,,95.0
Platoon Leader,R,Drama,1988,5.4,,1348771.0,97.0
The Girl in a Swing,R,Drama,1988,5.4,,747013.0,119.0
Permanent Record,PG-13,Drama,1988,6.4,8000000.0,1893139.0,91.0
Hero and the Terror,R,Action,1988,5.3,,5301200.0,96.0
Illegally Yours,PG,Comedy,1988,4.2,13000000.0,259019.0,102.0
Track 29,R,Drama,1988,5.9,5000000.0,429028.0,90.0
"Distant Voices, Still Lives",PG-13,Drama,1988,7.4,,771745.0,84.0
Ernest Saves Christmas,PG,Comedy,1988,5.6,6000000.0,28202109.0,95.0
Feds,PG-13,Comedy,1988,5.4,,3838793.0,82.0
Moon Over Parador,PG-13,Comedy,1988,6.0,20000000.0,11444204.0,103.0
Salome's Last Dance,R,Biography,1988,6.5,,,89.0
Off Limits,R,Action,1988,6.2,12000000.0,7242035.0,102.0
Tapeheads,R,Comedy,1988,5.7,3000000.0,343786.0,93.0
Apartment Zero,R,Drama,1988,7.0,4000000.0,1267578.0,124.0
The Good Mother,R,Drama,1988,5.7,14000000.0,4764606.0,103.0
Indiana Jones and the Last Crusade,PG-13,Action,1989,8.2,48000000.0,474171806.0,127.0
Road House,R,Action,1989,6.6,17000000.0,30050028.0,114.0
Batman,PG-13,Action,1989,7.5,35000000.0,411508343.0,126.0
Bill & Ted's Excellent Adventure,PG,Adventure,1989,7.0,10000000.0,40508994.0,90.0
Field of Dreams,PG,Drama,1989,7.5,,84431625.0,107.0
Dead Poets Society,PG,Comedy,1989,8.1,16400000.0,235860116.0,128.0
The Little Mermaid,G,Animation,1989,7.6,40000000.0,211343479.0,83.0
The Abyss,PG-13,Adventure,1989,7.5,70000000.0,90000098.0,140.0
Back to the Future Part II,PG,Adventure,1989,7.8,40000000.0,332500002.0,108.0
Do the Right Thing,R,Comedy,1989,8.0,6500000.0,37295445.0,120.0
"Honey, I Shrunk the Kids",PG,Adventure,1989,6.4,18000000.0,222724172.0,93.0
Turner & Hooch,PG,Comedy,1989,6.2,13000000.0,71079915.0,97.0
Weekend at Bernie's,PG-13,Adventure,1989,6.4,,30218387.0,97.0
The Karate Kid Part III,PG,Action,1989,5.3,,38956288.0,112.0
"Sex, Lies, and Videotape",R,Drama,1989,7.2,1200000.0,24741667.0,100.0
When Harry Met Sally...,R,Comedy,1989,7.6,16000000.0,93232006.0,95.0
Major League,R,Comedy,1989,7.2,11000000.0,49797148.0,107.0
Steel Magnolias,PG,Comedy,1989,7.3,15000000.0,96759512.0,117.0
Pet Sematary,R,Fantasy,1989,6.6,11500000.0,57470138.0,103.0
Uncle Buck,PG,Comedy,1989,7.0,15000000.0,79258538.0,100.0
Ghostbusters II,PG,Action,1989,6.6,37000000.0,215394738.0,108.0
Tango & Cash,R,Action,1989,6.4,55000000.0,63408614.0,104.0
Born on the Fourth of July,R,Biography,1989,7.2,14000000.0,161001698.0,145.0
Glory,R,Biography,1989,7.8,18000000.0,26979166.0,122.0
Parenthood,PG-13,Comedy,1989,7.0,20000000.0,126297830.0,124.0
Lethal Weapon 2,R,Action,1989,7.2,28000000.0,227853986.0,114.0
National Lampoon's Christmas Vacation,PG-13,Comedy,1989,7.6,27000000.0,73594646.0,97.0
The 'Burbs,PG,Comedy,1989,6.9,18000000.0,49101993.0,102.0
Say Anything,PG-13,Comedy,1989,7.3,,21515196.0,100.0
License to Kill,PG-13,Action,1989,6.6,32000000.0,156167015.0,133.0
Shirley Valentine,R,Comedy,1989,7.2,,6056912.0,108.0
Harlem Nights,R,Comedy,1989,6.1,30000000.0,60864870.0,116.0
Lock Up,R,Action,1989,6.4,24000000.0,22099847.0,109.0
"The Cook, the Thief, His Wife & Her Lover",X,Crime,1989,7.6,,7724701.0,124.0
Warlock,R,Action,1989,6.2,7000000.0,9094451.0,103.0
"See No Evil, Hear No Evil",R,Comedy,1989,6.9,18000000.0,46908987.0,103.0
Casualties of War,R,Action,1989,7.1,22500000.0,18671317.0,113.0
The Package,R,Action,1989,6.4,18000000.0,10647219.0,108.0
My Left Foot,R,Biography,1989,7.9,,14743391.0,103.0
The War of the Roses,R,Comedy,1989,6.8,26000000.0,160188546.0,116.0
Wild Orchid,R,Drama,1989,4.6,,11060485.0,105.0
Little Monsters,PG,Adventure,1989,6.1,,793775.0,100.0
The Wizard,PG,Adventure,1989,6.1,6000000.0,14278900.0,100.0
UHF,PG-13,Comedy,1989,7.0,5000000.0,6157157.0,97.0
Look Who's Talking,PG-13,Comedy,1989,5.9,7500000.0,296999813.0,93.0
Star Trek V: The Final Frontier,PG,Action,1989,5.5,27800000.0,52210049.0,107.0
Tie Me Up! Tie Me Down!,NC-17,Comedy,1989,7.0,,4088140.0,101.0
All Dogs Go to Heaven,G,Animation,1989,6.8,13800000.0,27100027.0,84.0
Cyborg,R,Action,1989,5.1,500000.0,10166459.0,86.0
Always,PG,Drama,1989,6.4,31000000.0,74134790.0,122.0
Leviathan,R,Adventure,1989,5.8,25000000.0,15704614.0,98.0
Best of the Best,PG-13,Action,1989,6.4,5000000.0,1700000.0,97.0
Dead Calm,R,Horror,1989,6.8,10400000.0,7825009.0,96.0
Kickboxer,R,Action,1989,6.5,1500000.0,14697005.0,97.0
Black Rain,R,Action,1989,6.6,30000000.0,134212055.0,125.0
Troop Beverly Hills,PG,Adventure,1989,5.8,18000000.0,8508843.0,105.0
Driving Miss Daisy,PG,Drama,1989,7.4,7500000.0,145793296.0,99.0
Drugstore Cowboy,R,Crime,1989,7.3,2500000.0,4729352.0,101.0
A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,1989,5.1,6000000.0,22168359.0,89.0
Dream a Little Dream,PG-13,Comedy,1989,5.8,,5552441.0,114.0
Halloween 5: The Revenge of Michael Myers,R,Horror,1989,5.1,5000000.0,11642254.0,96.0
DeepStar Six,R,Action,1989,5.4,8000000.0,8143225.0,99.0
Sea of Love,R,Crime,1989,6.8,19000000.0,110879513.0,113.0
Skin Deep,R,Comedy,1989,6.1,9000000.0,19674852.0,101.0
K-9,PG-13,Action,1989,6.0,17000000.0,78247647.0,101.0
Lean on Me,PG-13,Drama,1989,7.4,10000000.0,31906454.0,108.0
Henry V,PG-13,Action,1989,7.5,9000000.0,10161099.0,137.0
She's Out of Control,PG,Comedy,1989,5.4,,12065892.0,90.0
Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,1989,4.6,5000000.0,14343976.0,100.0
Teen Witch,PG-13,Comedy,1989,6.1,,27843.0,90.0
Valmont,R,Drama,1989,7.0,33000000.0,1132112.0,137.0
Scandal,R,Drama,1989,6.5,7000000.0,8800000.0,106.0
The Fabulous Baker Boys,R,Comedy,1989,6.9,13000000.0,18428904.0,114.0
Shocker,R,Comedy,1989,5.5,5000000.0,16554699.0,109.0
Next of Kin,R,Action,1989,5.8,12000000.0,15942628.0,108.0
The Fly II,R,Drama,1989,5.1,,38903179.0,105.0
She-Devil,PG-13,Comedy,1989,5.6,,15351421.0,99.0
Mystery Train,R,Comedy,1989,7.6,2800000.0,1544973.0,110.0
Blaze,R,Biography,1989,6.0,22000000.0,19131246.0,120.0
The Rainbow,R,Action,1989,6.2,11987578.0,444055.0,113.0
Gleaming the Cube,PG-13,Action,1989,6.3,10000000.0,2777280.0,105.0
Fletch Lives,PG,Comedy,1989,6.1,8000000.0,39450960.0,95.0
Communion,R,Biography,1989,5.6,5000000.0,1919653.0,107.0
Erik the Viking,PG-13,Comedy,1989,6.2,,1932642.0,107.0
Crimes and Misdemeanors,PG-13,Comedy,1989,7.9,19000000.0,18254702.0,104.0
An Innocent Man,R,Action,1989,6.5,,20047604.0,113.0
Let It Ride,PG-13,Comedy,1989,6.8,18000000.0,4973285.0,90.0
Loverboy,PG-13,Comedy,1989,6.1,,3960327.0,98.0
Kill Me Again,R,Action,1989,6.3,4000000.0,283694.0,94.0
The Gods Must Be Crazy II,PG,Comedy,1989,6.9,,6291444.0,98.0
Millennium,PG-13,Drama,1989,5.8,,5777099.0,108.0
Chances Are,PG,Comedy,1989,6.5,16000000.0,16278590.0,108.0
The Dream Team,PG-13,Comedy,1989,6.5,15000000.0,28890240.0,113.0
Last Exit to Brooklyn,R,Drama,1989,6.8,,1730005.0,102.0
Little Nemo: Adventures in Slumberland,G,Animation,1989,7.1,35000000.0,1368000.0,85.0
Kinjite: Forbidden Subjects,R,Action,1989,5.5,5000000.0,3416846.0,97.0
Great Balls of Fire!,PG-13,Biography,1989,6.2,,13741060.0,108.0
New York Stories,PG,Comedy,1989,6.4,15000000.0,10763469.0,124.0
Cousins,PG-13,Comedy,1989,6.3,13000000.0,22026369.0,113.0
Blind Fury,R,Action,1989,6.4,10000000.0,2692037.0,86.0
The Return of Swamp Thing,PG-13,Action,1989,4.7,4000000.0,192816.0,88.0
The January Man,R,Action,1989,5.6,,4611062.0,97.0
We're No Angels,PG-13,Comedy,1989,6.1,20000000.0,10555348.0,106.0
Johnny Handsome,R,Crime,1989,6.1,20000000.0,7237794.0,94.0
Who's Harry Crumb?,PG-13,Comedy,1989,5.9,,10982364.0,94.0
The Mighty Quinn,R,Action,1989,6.0,,4557214.0,98.0
Fat Man and Little Boy,PG-13,Biography,1989,6.5,30000000.0,3563162.0,127.0
Police Academy 6: City Under Siege,PG,Comedy,1989,4.4,12000000.0,11567217.0,84.0
Her Alibi,PG,Comedy,1989,5.8,,18699037.0,94.0
The Blood of Heroes,R,Action,1989,6.5,,882290.0,90.0
Pink Cadillac,PG-13,Action,1989,5.4,19000000.0,12143484.0,122.0
Three Fugitives,PG-13,Action,1989,6.2,15000000.0,40586886.0,96.0
Robot Jox,PG,Action,1989,5.4,10000000.0,1272977.0,85.0
No Holds Barred,PG-13,Action,1989,4.4,8000000.0,16093651.0,93.0
Family Business,R,Crime,1989,5.7,,12195695.0,110.0
Wicked Stepmother,PG-13,Comedy,1989,4.3,2500000.0,,90.0
Chattahoochee,R,Biography,1989,6.3,,259486.0,98.0
