name,rating,genre,year,score,budget,gross,runtime
Demolition,R,Comedy,2015,7.0,10000000.0,4366460.0,101.0
Macbeth,R,Drama,2015,6.6,15000000.0,16322067.0,113.0
Daddy's Home,PG-13,Comedy,2015,6.2,50000000.0,242786137.0,96.0
Run All Night,R,Action,2015,6.6,50000000.0,71561644.0,114.0
Mr. Right,R,Action,2015,6.4,8000000.0,607595.0,95.0
Magic Mike XXL,R,Comedy,2015,5.6,14800000.0,117813057.0,115.0
The DUFF,PG-13,Comedy,2015,6.5,8500000.0,43709744.0,101.0
Trumbo,R,Biography,2015,7.5,15000000.0,11430025.0,124.0
Hotel Transylvania 2,PG,Animation,2015,6.7,80000000.0,474800000.0,89.0
Knight of Cups,R,Drama,2015,5.7,,1026288.0,118.0
The Stanford Prison Experiment,R,Biography,2015,6.9,,663114.0,122.0
The Longest Ride,PG-13,Drama,2015,7.1,34000000.0,62944815.0,123.0
Victor Frankenstein,PG-13,Drama,2015,6.0,65000000.0,34227298.0,110.0
Insidious: Chapter 3,PG-13,Horror,2015,6.1,10000000.0,112983889.0,97.0
Goosebumps,PG,Adventure,2015,6.3,58000000.0,158261424.0,103.0
Aloha,PG-13,Comedy,2015,5.4,37000000.0,26250020.0,105.0
Baahubali: The Beginning,Not Rated,Action,2015,8.0,18026148.0,24548038.0,159.0
A Bigger Splash,R,Drama,2015,6.4,,7545758.0,125.0
The Wedding Ringer,R,Comedy,2015,6.6,23000000.0,79799880.0,101.0
Sisters,R,Comedy,2015,6.0,30000000.0,105011053.0,118.0
Secret in Their Eyes,PG-13,Crime,2015,6.3,19500000.0,34854990.0,111.0
Irrational Man,R,Comedy,2015,6.6,11000000.0,27391084.0,95.0
Wild Card,R,Action,2015,5.6,30000000.0,6738764.0,92.0
Paper Towns,PG-13,Adventure,2015,6.2,12000000.0,85512300.0,109.0
The Lady in the Van,PG-13,Biography,2015,6.7,6000000.0,41387687.0,104.0
The SpongeBob Movie: Sponge Out of Water,PG,Animation,2015,6.0,74000000.0,325186032.0,92.0
Child 44,R,Crime,2015,6.5,50000000.0,12951093.0,137.0
The Wave,R,Action,2015,6.7,,12975143.0,105.0
A Man Called Ove,PG-13,Comedy,2015,7.7,,30692889.0,116.0
Beasts of No Nation,TV-MA,Drama,2015,7.7,6000000.0,90777.0,137.0
Me and Earl and the Dying Girl,PG-13,Comedy,2015,7.7,8000000.0,9074749.0,105.0
Sleeping with Other People,R,Comedy,2015,6.5,,3224947.0,101.0
Concussion,PG-13,Biography,2015,7.1,35000000.0,48623572.0,123.0
The Diary of a Teenage Girl,R,Comedy,2015,6.9,2000000.0,1775133.0,102.0
Mustang,PG-13,Drama,2015,7.6,,5274664.0,97.0
The Walk,PG,Action,2015,7.3,35000000.0,61181942.0,123.0
Tangerine,R,Comedy,2015,7.1,100000.0,828874.0,88.0
A Walk in the Woods,R,Adventure,2015,6.4,8000000.0,37461274.0,104.0
Sinister 2,R,Horror,2015,5.3,10000000.0,53329150.0,97.0
Summertime,Not Rated,Drama,2015,6.7,,3778938.0,105.0
Anomalisa,R,Animation,2015,7.3,8000000.0,5659286.0,90.0
The Blackcoat's Daughter,R,Horror,2015,5.9,,38348.0,93.0
Mississippi Grind,R,Comedy,2015,6.4,6000000.0,422746.0,108.0
Drishyam,Not Rated,Crime,2015,8.2,9400000.0,,163.0
Attack on Titan Part 1,Not Rated,Action,2015,5.0,,30810658.0,98.0
Woman in Gold,PG-13,Biography,2015,7.3,11000000.0,61619773.0,109.0
Eddie the Eagle,PG-13,Biography,2015,7.4,23000000.0,46152800.0,106.0
Eye in the Sky,R,Action,2015,7.3,13000000.0,35259653.0,102.0
The Second Best Exotic Marigold Hotel,PG,Comedy,2015,6.6,10000000.0,85978292.0,122.0
Tumbledown,R,Comedy,2015,6.2,,282083.0,105.0
Poltergeist,PG-13,Horror,2015,4.9,35000000.0,95437994.0,93.0
The Meddler,PG-13,Comedy,2015,6.3,3200000.0,5425148.0,103.0
We Are Your Friends,R,Drama,2015,6.2,2000000.0,11122090.0,96.0
Into the Forest,R,Drama,2015,5.8,,92166.0,101.0
Grandma,R,Comedy,2015,6.7,600000.0,7205073.0,79.0
Bajirao Mastani,Not Rated,Action,2015,7.3,,11350917.0,158.0
By the Sea,R,Drama,2015,5.3,10000000.0,3334927.0,122.0
Mortdecai,R,Action,2015,5.5,60000000.0,47275717.0,107.0
I'll See You in My Dreams,PG-13,Comedy,2015,6.7,,7452512.0,92.0
Maggie,PG-13,Drama,2015,5.6,,1663165.0,95.0
Project Almanac,PG-13,Drama,2015,6.4,12000000.0,33213241.0,106.0
Regression,R,Crime,2015,5.7,,17671101.0,106.0
True Story,R,Biography,2015,6.3,,5261595.0,99.0
The Man Who Knew Infinity,PG-13,Biography,2015,7.2,10000000.0,12252684.0,108.0
The Transporter Refueled,PG-13,Action,2015,5.2,,72629670.0,96.0
Z for Zachariah,PG-13,Drama,2015,6.0,7500000.0,381839.0,98.0
Equals,PG-13,Drama,2015,6.1,16000000.0,2084628.0,101.0
Dope,R,Adventure,2015,7.2,7000000.0,17986781.0,103.0
Land of Mine,R,Drama,2015,7.8,,3169553.0,100.0
Hot Pursuit,PG-13,Action,2015,5.2,35000000.0,51380201.0,87.0
Krampus,PG-13,Comedy,2015,6.2,15000000.0,61548707.0,98.0
Bajrangi Bhaijaan,Not Rated,Action,2015,8.0,,121126188.0,163.0
The Lure,Not Rated,Drama,2015,6.3,,108846.0,92.0
The Gunman,R,Action,2015,5.8,40000000.0,24177137.0,115.0
The Night Before,R,Comedy,2015,6.4,25000000.0,52395996.0,101.0
90 Minutes in Heaven,PG-13,Drama,2015,4.8,5000000.0,4842699.0,121.0
Tale of Tales,R,Drama,2015,6.4,,5497104.0,134.0
Ip Man 3,PG-13,Action,2015,7.1,36000000.0,157029618.0,105.0
"McFarland, USA",PG,Biography,2015,7.4,17000000.0,45710059.0,129.0
Strange Magic,PG,Animation,2015,5.8,,13603453.0,99.0
The Peanuts Movie,G,Animation,2015,7.1,99000000.0,246233113.0,88.0
Rock the Kasbah,R,Comedy,2015,5.5,15000000.0,3394174.0,106.0
The Sea of Trees,PG-13,Drama,2015,6.1,25000000.0,906995.0,110.0
Alvin and the Chipmunks: The Road Chip,PG,Animation,2015,5.0,90000000.0,234798636.0,92.0
The Lazarus Effect,PG-13,Horror,2015,5.2,3300000.0,38356892.0,83.0
Love the Coopers,PG-13,Comedy,2015,5.8,17000000.0,42426912.0,107.0
The 33,PG-13,Biography,2015,6.9,26000000.0,27972023.0,127.0
The Little Prince,PG,Animation,2015,7.7,81200000.0,97571250.0,108.0
Louder Than Bombs,R,Drama,2015,6.6,11000000.0,1160724.0,109.0
The Gallows,R,Horror,2015,4.3,100000.0,42964410.0,81.0
The Ones Below,R,Drama,2015,6.1,,121827.0,87.0
Southbound,R,Horror,2015,5.9,,35275.0,89.0
Men & Chicken,Not Rated,Comedy,2015,6.7,,4765472.0,104.0
Hyena Road,R,Action,2015,6.5,,87768.0,120.0
Slow West,R,Action,2015,6.9,2000000.0,1295574.0,84.0
The End of the Tour,R,Biography,2015,7.3,,3072991.0,106.0
Cop Car,R,Crime,2015,6.3,800000.0,143658.0,88.0
The Daughter,,Drama,2015,6.6,,1505434.0,96.0
Jem and the Holograms,PG,Adventure,2015,4.2,5000000.0,2333684.0,118.0
Cemetery of Splendor,Unrated,Drama,2015,6.8,,98932.0,122.0
Captive,PG-13,Action,2015,5.4,2000000.0,2801508.0,97.0
Our Brand Is Crisis,R,Comedy,2015,6.1,28000000.0,8527658.0,107.0
Unfinished Business,R,Comedy,2015,5.4,35000000.0,14431253.0,91.0
Hot Tub Time Machine 2,R,Comedy,2015,5.1,14000000.0,13081651.0,93.0
Turbo Kid,Not Rated,Action,2015,6.7,,67069.0,93.0
The Overnight,R,Comedy,2015,6.1,,1110522.0,79.0
"Hello, My Name Is Doris",R,Comedy,2015,6.6,1000000.0,14659448.0,90.0
Ricki and the Flash,PG-13,Comedy,2015,5.9,18000000.0,41325328.0,101.0
Danny Collins,R,Biography,2015,7.0,10000000.0,10835752.0,106.0
Son of Saul,R,Drama,2015,7.5,,6659121.0,107.0
Mr. Holmes,PG,Drama,2015,6.9,11000000.0,29355203.0,104.0
Empire of Lust,,Action,2015,6.0,,3191168.0,113.0
Paul Blart: Mall Cop 2,PG,Action,2015,4.4,30000000.0,107588225.0,94.0
Remember,R,Drama,2015,7.5,,4235959.0,94.0
War Room,PG,Drama,2015,6.5,3000000.0,73256266.0,120.0
Dragon Blade,R,Action,2015,6.0,65000000.0,122606884.0,127.0
45 Years,R,Drama,2015,7.1,,14430249.0,91.0
Mother's Day,PG-13,Comedy,2016,5.7,25000000.0,48782670.0,118.0
Suicide Squad,PG-13,Action,2016,5.9,175000000.0,746846894.0,123.0
The Magnificent Seven,PG-13,Action,2016,6.9,90000000.0,162360636.0,132.0
Captain America: Civil War,PG-13,Action,2016,7.8,250000000.0,1153337496.0,147.0
Warcraft,PG-13,Action,2016,6.8,160000000.0,439048914.0,123.0
Deadpool,R,Action,2016,8.0,58000000.0,782836791.0,108.0
Doctor Strange,PG-13,Action,2016,7.5,165000000.0,677796076.0,115.0
Split,PG-13,Horror,2016,7.3,9000000.0,278454417.0,117.0
Me Before You,PG-13,Drama,2016,7.4,20000000.0,208314186.0,106.0
Don't Breathe,R,Crime,2016,7.1,9900000.0,157830487.0,88.0
Lady Macbeth,R,Drama,2016,6.8,,5401447.0,89.0
Moana,PG,Animation,2016,7.6,150000000.0,644411850.0,107.0
Arrival,PG-13,Drama,2016,7.9,47000000.0,203388186.0,116.0
X-Men: Apocalypse,PG-13,Action,2016,6.9,178000000.0,543934105.0,144.0
Captain Fantastic,R,Comedy,2016,7.9,5000000.0,23123592.0,118.0
Star Trek Beyond,PG-13,Action,2016,7.0,185000000.0,343471816.0,122.0
Sing,PG,Animation,2016,7.1,75000000.0,634208384.0,108.0
La La Land,PG-13,Comedy,2016,8.0,30000000.0,448906865.0,128.0
The Conjuring 2,R,Horror,2016,7.3,40000000.0,321788219.0,134.0
Passengers,PG-13,Drama,2016,7.0,110000000.0,303144152.0,116.0
Zootopia,PG,Animation,2016,8.0,150000000.0,1024121104.0,108.0
The Huntsman: Winter's War,PG-13,Action,2016,6.1,115000000.0,164989338.0,114.0
Hacksaw Ridge,R,Biography,2016,8.1,40000000.0,180563636.0,139.0
The Handmaiden,Not Rated,Drama,2016,8.1,,37767206.0,145.0
13 Hours,R,Action,2016,7.3,50000000.0,69411370.0,144.0
Nocturnal Animals,R,Drama,2016,7.5,22500000.0,30311857.0,116.0
Rogue One: A Star Wars Story,PG-13,Action,2016,7.8,200000000.0,1056057720.0,133.0
Batman v Superman: Dawn of Justice,PG-13,Action,2016,6.4,250000000.0,873637528.0,152.0
Your Name.,TV-PG,Animation,2016,8.4,,358180115.0,106.0
Kung Fu Panda 3,PG,Animation,2016,7.1,145000000.0,521170825.0,95.0
The Nice Guys,R,Action,2016,7.4,50000000.0,62788218.0,116.0
Independence Day: Resurgence,PG-13,Action,2016,5.2,165000000.0,389681935.0,120.0
Raw,R,Drama,2016,7.0,,3096815.0,99.0
Miss Peregrine's Home for Peculiar Children,PG-13,Adventure,2016,6.7,110000000.0,296482446.0,127.0
Fantastic Beasts and Where to Find Them,PG-13,Adventure,2016,7.3,180000000.0,814044001.0,132.0
Train to Busan,Not Rated,Action,2016,7.6,,92764199.0,118.0
Resident Evil: The Final Chapter,R,Action,2016,5.5,40000000.0,312242626.0,107.0
Criminal,R,Action,2016,6.3,31500000.0,38803993.0,113.0
Underworld: Blood Wars,R,Action,2016,5.8,35000000.0,81093313.0,91.0
The Shallows,PG-13,Action,2016,6.3,17000000.0,119100758.0,86.0
Hidden Figures,PG,Biography,2016,7.8,25000000.0,236225193.0,127.0
Sausage Party,R,Animation,2016,6.1,19000000.0,140705322.0,89.0
The Girl on the Train,R,Crime,2016,6.5,45000000.0,173185859.0,112.0
Hell or High Water,R,Action,2016,7.6,12000000.0,37879877.0,102.0
The Purge: Election Year,R,Action,2016,6.0,10000000.0,118587880.0,108.0
Ghostbusters,PG-13,Action,2016,6.7,144000000.0,229147509.0,117.0
The Accountant,R,Action,2016,7.3,44000000.0,155160045.0,128.0
The Neon Demon,R,Horror,2016,6.2,7000000.0,3377430.0,117.0
Moonlight,R,Drama,2016,7.4,4000000.0,65336603.0,111.0
Jason Bourne,PG-13,Action,2016,6.6,120000000.0,415484914.0,123.0
Manchester by the Sea,R,Drama,2016,7.8,9000000.0,78988148.0,137.0
Central Intelligence,PG-13,Action,2016,6.3,50000000.0,216972543.0,107.0
War Dogs,R,Biography,2016,7.1,40000000.0,86234523.0,114.0
The Legend of Tarzan,PG-13,Action,2016,6.2,180000000.0,356700357.0,110.0
Silence,R,Drama,2016,7.2,46000000.0,23834809.0,161.0
American Honey,R,Adventure,2016,7.0,,2290649.0,163.0
Gods of Egypt,PG-13,Action,2016,5.4,140000000.0,150680864.0,127.0
Hunt for the Wilderpeople,PG-13,Adventure,2016,7.9,,23915910.0,101.0
The Founder,PG-13,Biography,2016,7.2,25000000.0,24121245.0,115.0
Inferno,PG-13,Action,2016,6.2,75000000.0,220021259.0,121.0
Now You See Me 2,PG-13,Action,2016,6.5,90000000.0,334897606.0,129.0
Miss Sloane,R,Drama,2016,7.5,13000000.0,9101546.0,132.0
The Jungle Book,PG,Adventure,2016,7.4,175000000.0,966554929.0,106.0
10 Cloverfield Lane,PG-13,Action,2016,7.2,15000000.0,110216998.0,103.0
The Lost City of Z,PG-13,Biography,2016,6.6,30000000.0,19263938.0,141.0
Finding Dory,PG,Animation,2016,7.3,200000000.0,1028570942.0,97.0
Lion,PG-13,Biography,2016,8.0,12000000.0,140853810.0,118.0
Lights Out,PG-13,Drama,2016,6.3,4900000.0,148868835.0,81.0
Meet the Blacks,R,Comedy,2016,4.8,900000.0,9097072.0,94.0
Allied,R,Action,2016,7.1,85000000.0,119520023.0,124.0
Jack Reacher: Never Go Back,PG-13,Action,2016,6.1,60000000.0,162146076.0,118.0
Bridget Jones's Baby,R,Comedy,2016,6.5,35000000.0,211952420.0,123.0
How to Be Single,R,Comedy,2016,6.1,38000000.0,112343513.0,110.0
Snowden,R,Biography,2016,7.3,40000000.0,37357216.0,134.0
Dangal,Not Rated,Action,2016,8.4,,303723636.0,161.0
The Bad Batch,R,Action,2016,5.3,6000000.0,201890.0,118.0
Triple 9,R,Action,2016,6.3,20000000.0,23177948.0,115.0
Deepwater Horizon,PG-13,Action,2016,7.1,110000000.0,121790373.0,107.0
The Choice,PG-13,Drama,2016,6.6,,23079932.0,111.0
Sully,PG-13,Biography,2016,7.4,60000000.0,240797623.0,96.0
Morgan,R,Action,2016,5.8,8000000.0,8809407.0,92.0
Pride and Prejudice and Zombies,PG-13,Action,2016,5.8,28000000.0,16457494.0,108.0
The Infiltrator,R,Biography,2016,7.0,28000000.0,21011110.0,127.0
The Edge of Seventeen,R,Comedy,2016,7.3,9000000.0,19370020.0,104.0
A Cure for Wellness,R,Drama,2016,6.4,40000000.0,26620002.0,146.0
London Has Fallen,R,Action,2016,5.9,60000000.0,205754447.0,99.0
Dirty Grandpa,R,Comedy,2016,5.9,25000000.0,94073028.0,102.0
"Hail, Caesar!",PG-13,Comedy,2016,6.3,22000000.0,63945241.0,106.0
The 5th Wave,PG-13,Action,2016,5.2,38000000.0,109906372.0,112.0
Trolls,PG,Animation,2016,6.5,125000000.0,346864886.0,92.0
Allegiant,PG-13,Action,2016,5.7,110000000.0,179246868.0,120.0
Paterson,R,Comedy,2016,7.4,5000000.0,9588282.0,118.0
Swiss Army Man,R,Comedy,2016,7.0,3000000.0,4935501.0,97.0
The Great Wall,PG-13,Action,2016,5.9,150000000.0,334933831.0,103.0
Mike and Dave Need Wedding Dates,R,Comedy,2016,6.0,33000000.0,77068246.0,98.0
Bad Moms,R,Comedy,2016,6.2,20000000.0,183936074.0,100.0
Collateral Beauty,PG-13,Drama,2016,6.8,36000000.0,88528280.0,97.0
The Boy,PG-13,Horror,2016,6.0,10000000.0,73929392.0,97.0
Fences,PG-13,Drama,2016,7.2,24000000.0,64414761.0,139.0
Alice Through the Looking Glass,PG,Adventure,2016,6.2,170000000.0,299820798.0,113.0
The Brothers Grimsby,R,Action,2016,6.2,35000000.0,27979040.0,83.0
Ice Age: Collision Course,PG,Animation,2016,5.7,105000000.0,408754975.0,94.0
Patriots Day,R,Action,2016,7.4,45000000.0,52185751.0,133.0
Keeping Up with the Joneses,PG-13,Action,2016,5.9,40000000.0,29918745.0,105.0
Genius,PG-13,Biography,2016,6.6,,7435006.0,104.0
The Secret Life of Pets,PG,Animation,2016,6.5,75000000.0,875458631.0,87.0
Popstar: Never Stop Never Stopping,R,Comedy,2016,6.7,20000000.0,9680029.0,87.0
Goldstone,R,Crime,2016,6.5,,650352.0,110.0
20th Century Women,R,Comedy,2016,7.3,7000000.0,7214806.0,119.0
Assassin's Creed,PG-13,Action,2016,5.7,125000000.0,240697856.0,115.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,Action,2016,6.0,135000000.0,245623848.0,112.0
White Girl,Not Rated,Crime,2016,5.7,,200242.0,88.0
Everybody Wants Some!!,R,Comedy,2016,6.9,10000000.0,4644472.0,117.0
The Take,R,Action,2016,6.3,20000000.0,14857808.0,92.0
The Finest Hours,PG-13,Action,2016,6.8,80000000.0,52099090.0,117.0
Greater,PG,Biography,2016,7.3,9000000.0,2000620.0,130.0
The Love Witch,Unrated,Comedy,2016,6.2,,246218.0,120.0
The Belko Experiment,R,Horror,2016,6.1,5000000.0,11084630.0,89.0
The BFG,PG,Adventure,2016,6.4,140000000.0,195243411.0,117.0
Zoolander 2,PG-13,Action,2016,4.7,50000000.0,56722693.0,101.0
Midnight Special,PG-13,Drama,2016,6.6,18000000.0,6740647.0,112.0
The Angry Birds Movie,PG,Animation,2016,6.3,73000000.0,352333929.0,97.0
Live by Night,R,Action,2016,6.4,108000000.0,22678555.0,129.0
Nerve,PG-13,Action,2016,6.5,19000000.0,85251425.0,96.0
Mechanic: Resurrection,R,Action,2016,5.7,40000000.0,125729635.0,98.0
Sing Street,PG-13,Comedy,2016,7.9,,13624522.0,106.0
The Light Between Oceans,PG-13,Drama,2016,7.2,20000000.0,25975621.0,133.0
Shin Godzilla,Not Rated,Action,2016,6.8,,78053145.0,120.0
Why Him?,R,Comedy,2016,6.2,38000000.0,118102725.0,111.0
Miracles from Heaven,PG,Biography,2016,7.1,13000000.0,73983003.0,109.0
Colossal,R,Comedy,2016,6.2,15000000.0,4531320.0,109.0
Free Fire,R,Action,2016,6.4,,3719383.0,91.0
The Void,Not Rated,Horror,2016,5.9,,368372.0,90.0
The Exception,R,Drama,2016,6.8,,872805.0,107.0
Neighbors 2: Sorority Rising,R,Comedy,2016,5.7,35000000.0,108007109.0,92.0
Ben-Hur,PG-13,Action,2016,5.7,100000000.0,94061311.0,123.0
Free State of Jones,R,Action,2016,6.9,50000000.0,25035950.0,139.0
Jackie,R,Biography,2016,6.7,9000000.0,29777777.0,100.0
Gold,R,Crime,2016,6.7,20000000.0,14880939.0,120.0
Pete's Dragon,PG,Action,2016,6.7,65000000.0,143695338.0,102.0
31,,Horror,2016,5.1,1500000.0,850419.0,102.0
Keanu,R,Action,2016,6.3,15000000.0,20651333.0,100.0
Goat,R,Drama,2016,5.7,,23020.0,96.0
Storks,PG,Animation,2016,6.8,70000000.0,183388953.0,87.0
A Monster Calls,PG-13,Adventure,2016,7.5,43000000.0,47309313.0,108.0
Anthropoid,R,Action,2016,7.2,,5079219.0,120.0
Kubo and the Two Strings,PG,Animation,2016,7.8,60000000.0,76249438.0,101.0
Café Society,PG-13,Comedy,2016,6.6,30000000.0,43763247.0,96.0
Blair Witch,R,Horror,2016,5.0,5000000.0,45173154.0,89.0
The Salesman,PG-13,Drama,2016,7.8,,6953604.0,124.0
In a Valley of Violence,R,Action,2016,6.0,,61797.0,104.0
Ratchet & Clank,PG,Animation,2016,5.6,20000000.0,13385737.0,94.0
Risen,PG-13,Action,2016,6.3,20000000.0,46771565.0,107.0
Rules Don't Apply,PG-13,Comedy,2016,5.7,25000000.0,3885342.0,127.0
Office Christmas Party,R,Comedy,2016,5.9,45000000.0,114501299.0,105.0
Better Watch Out,R,Comedy,2016,6.5,,176288.0,89.0
Florence Foster Jenkins,PG-13,Biography,2016,6.8,29000000.0,49052787.0,111.0
Batman: The Killing Joke,R,Animation,2016,6.4,3500000.0,4462034.0,76.0
Leap!,PG,Animation,2016,6.8,30000000.0,106127278.0,89.0
The Untamed,Not Rated,Drama,2016,6.1,,61249.0,98.0
A Hologram for the King,R,Comedy,2016,6.1,30000000.0,9169507.0,98.0
Ouija: Origin of Evil,PG-13,Drama,2016,6.1,9000000.0,81705746.0,99.0
All I See Is You,R,Drama,2016,5.4,30000000.0,678150.0,109.0
The Forest,PG-13,Horror,2016,4.8,10000000.0,39712000.0,93.0
Money Monster,R,Crime,2016,6.5,27000000.0,93282604.0,98.0
Monster Trucks,PG,Animation,2016,5.7,125000000.0,64493915.0,104.0
The Hollars,PG-13,Comedy,2016,6.6,3800000.0,1138609.0,88.0
Fifty Shades of Black,R,Comedy,2016,3.5,5000000.0,22227514.0,92.0
Toni Erdmann,R,Comedy,2016,7.4,,11784207.0,162.0
Their Finest,R,Comedy,2016,6.8,,12597262.0,117.0
My Big Fat Greek Wedding 2,PG-13,Comedy,2016,6.0,18000000.0,90632641.0,94.0
Billy Lynn's Long Halftime Walk,R,Action,2016,6.2,40000000.0,30930984.0,113.0
Personal Shopper,R,Drama,2016,6.1,6000000.0,2840408.0,105.0
Our Kind of Traitor,R,Crime,2016,6.2,,10711027.0,108.0
Love & Friendship,PG,Comedy,2016,6.4,3000000.0,21401949.0,90.0
Bleed for This,R,Biography,2016,6.8,6000000.0,6698679.0,117.0
Whiskey Tango Foxtrot,R,Biography,2016,6.6,35000000.0,24972139.0,112.0
Loving,PG-13,Biography,2016,7.0,9000000.0,12957265.0,123.0
"I, Daniel Blake",R,Drama,2016,7.9,,15793051.0,100.0
Sanam Teri Kasam,Not Rated,Drama,2016,7.5,,1386707.0,154.0
Pet,R,Horror,2016,5.7,,22003.0,94.0
Kingsglaive: Final Fantasy XV,PG-13,Animation,2016,6.8,,5725482.0,110.0
Mr. Church,PG-13,Comedy,2016,7.7,8000000.0,685780.0,104.0
Hands of Stone,R,Biography,2016,6.6,20000000.0,4978353.0,111.0
Ae Dil Hai Mushkil,Not Rated,Drama,2016,5.8,,31668920.0,158.0
Denial,PG-13,Biography,2016,6.7,10000000.0,7994527.0,109.0
Carrie Pilby,Not Rated,Comedy,2016,6.7,,28430.0,98.0
Ride Along 2,PG-13,Action,2016,5.9,40000000.0,124608438.0,102.0
Pink,Not Rated,Crime,2016,8.1,,180180.0,136.0
Under the Shadow,PG-13,Drama,2016,6.9,,133324.0,84.0
Rock Dog,PG,Animation,2016,6.0,60000000.0,23157646.0,90.0
Race,PG-13,Biography,2016,7.1,35000000.0,25070261.0,134.0
A United Kingdom,PG-13,Biography,2016,6.9,14000000.0,14459330.0,111.0
Julieta,R,Drama,2016,7.1,,22546233.0,99.0
American Pastoral,R,Crime,2016,6.1,,2063436.0,108.0
Buster's Mal Heart,Unrated,Crime,2016,6.2,,73121.0,96.0
Complete Unknown,R,Drama,2016,5.4,,217473.0,91.0
This Beautiful Fantastic,PG,Comedy,2016,6.9,,353808.0,92.0
Incarnate,PG-13,Horror,2016,5.3,5000000.0,9037058.0,87.0
The Innocents,PG-13,Drama,2016,7.3,,7400324.0,115.0
Thor: Ragnarok,PG-13,Action,2017,7.9,180000000.0,853983911.0,130.0
Darkest Hour,PG-13,Biography,2017,7.4,30000000.0,150847274.0,125.0
The Hitman's Bodyguard,R,Action,2017,6.9,30000000.0,176600207.0,118.0
It,R,Horror,2017,7.3,35000000.0,701796444.0,135.0
Spider-Man: Homecoming,PG-13,Action,2017,7.4,175000000.0,880166924.0,133.0
Blade Runner 2049,R,Action,2017,8.0,150000000.0,259334548.0,164.0
Guardians of the Galaxy Vol. 2,PG-13,Action,2017,7.6,200000000.0,863756051.0,136.0
The Greatest Showman,PG,Biography,2017,7.6,84000000.0,438006904.0,105.0
Jumanji: Welcome to the Jungle,PG-13,Action,2017,6.9,90000000.0,962542945.0,119.0
Baywatch,R,Action,2017,5.5,69000000.0,177856751.0,116.0
Call Me by Your Name,R,Drama,2017,7.9,,41888660.0,132.0
Home Again,PG-13,Comedy,2017,5.8,12000000.0,37270721.0,97.0
The Fate of the Furious,PG-13,Action,2017,6.6,250000000.0,1236005118.0,136.0
Get Out,R,Horror,2017,7.7,4500000.0,255589157.0,104.0
Dunkirk,PG-13,Action,2017,7.8,100000000.0,527016307.0,106.0
Coco,PG,Animation,2017,8.4,175000000.0,807817888.0,105.0
Baby Driver,R,Action,2017,7.6,34000000.0,226945087.0,113.0
The Boss Baby,PG,Animation,2017,6.3,125000000.0,527965936.0,97.0
Logan,R,Action,2017,8.1,97000000.0,619179950.0,137.0
Wonder Woman,PG-13,Action,2017,7.4,149000000.0,822824522.0,141.0
Alien: Covenant,R,Horror,2017,6.4,97000000.0,240891763.0,122.0
John Wick: Chapter 2,R,Action,2017,7.5,40000000.0,171547802.0,122.0
Wonder,PG,Drama,2017,8.0,20000000.0,306209289.0,113.0
Justice League,PG-13,Action,2017,6.1,300000000.0,657926987.0,120.0
Mother!,R,Drama,2017,6.6,30000000.0,44516999.0,121.0
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,Action,2017,6.5,230000000.0,794881442.0,129.0
The Shape of Water,R,Adventure,2017,7.3,19400000.0,195333312.0,123.0
Disobedience,R,Drama,2017,6.6,6000000.0,8003180.0,114.0
Kong: Skull Island,PG-13,Action,2017,6.6,185000000.0,566652812.0,118.0
Beauty and the Beast,PG,Family,2017,7.1,160000000.0,1264434525.0,129.0
Kingsman: The Golden Circle,R,Action,2017,6.7,104000000.0,410902662.0,141.0
"Three Billboards Outside Ebbing, Missouri",R,Comedy,2017,8.1,15000000.0,160192267.0,115.0
Star Wars: Episode VIII - The Last Jedi,PG-13,Action,2017,7.0,317000000.0,1332698830.0,152.0
Beast,R,Crime,2017,6.8,,1744071.0,107.0
"I, Tonya",R,Biography,2017,7.5,11000000.0,53939297.0,119.0
Atomic Blonde,R,Action,2017,6.7,30000000.0,100014025.0,115.0
Wind River,R,Crime,2017,7.7,11000000.0,43980821.0,107.0
Murder on the Orient Express,PG-13,Crime,2017,6.5,55000000.0,352794081.0,114.0
King Arthur: Legend of the Sword,PG-13,Action,2017,6.7,175000000.0,148675066.0,126.0
Lady Bird,R,Comedy,2017,7.4,10000000.0,78966486.0,94.0
The Killing of a Sacred Deer,R,Drama,2017,7.0,,7027336.0,121.0
Logan Lucky,PG-13,Comedy,2017,7.0,29000000.0,48453605.0,118.0
Fifty Shades Darker,R,Drama,2017,4.6,55000000.0,381545846.0,118.0
Happy Death Day,PG-13,Comedy,2017,6.6,4800000.0,125479266.0,96.0
Transformers: The Last Knight,PG-13,Action,2017,5.2,217000000.0,605425157.0,154.0
Good Time,R,Crime,2017,7.4,4500000.0,3283369.0,102.0
Ghost in the Shell,PG-13,Action,2017,6.3,110000000.0,169846945.0,107.0
Hampstead,PG-13,Comedy,2017,6.0,,6335171.0,102.0
Molly's Game,R,Biography,2017,7.4,30000000.0,59284015.0,140.0
Hostiles,R,Drama,2017,7.2,39000000.0,35669017.0,134.0
Valerian and the City of a Thousand Planets,PG-13,Action,2017,6.5,177200000.0,225973340.0,136.0
The Dark Tower,PG-13,Action,2017,5.6,60000000.0,113231078.0,95.0
Pitch Perfect 3,PG-13,Comedy,2017,5.8,45000000.0,185400345.0,93.0
American Assassin,R,Action,2017,6.2,33000000.0,67234188.0,111.0
