year_film,year_ceremony,ceremony,category,name,film,winner,loser,winner_ct,loser_ct,nominees
1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,True,False,2,6,8
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,False,True,2,6,8
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,False,True,2,6,8
1980,1981,53,CINEMATOGRAPHY,Michael Chapman,Raging Bull,False,True,2,6,8
1980,1981,53,DIRECTING,Martin Scorsese,Raging Bull,False,True,2,6,8
1980,1981,53,FILM EDITING,Thelma Schoonmaker,Raging Bull,True,False,2,6,8
1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,False,True,2,6,8
1980,1981,53,SOUND,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",Raging Bull,False,True,2,6,8
1980,1981,53,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,False,True,0,2,2
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,False,True,0,2,2
1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,False,True,0,8,8
1980,1981,53,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife",The Elephant Man,False,True,0,8,8
1980,1981,53,COSTUME DESIGN,Patricia Norris,The Elephant Man,False,True,0,8,8
1980,1981,53,DIRECTING,David Lynch,The Elephant Man,False,True,0,8,8
1980,1981,53,FILM EDITING,Anne V. Coates,The Elephant Man,False,True,0,8,8
1980,1981,53,MUSIC (Original Score),John Morris,The Elephant Man,False,True,0,8,8
1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,False,True,0,8,8
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",The Elephant Man,False,True,0,8,8
1980,1981,53,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,False,True,0,1,1
1980,1981,53,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,False,True,0,3,3
1980,1981,53,DIRECTING,Richard Rush,The Stunt Man,False,True,0,3,3
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,The Stunt Man,False,True,0,3,3
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,False,True,4,2,6
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,True,False,4,2,6
1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,False,True,4,2,6
1980,1981,53,DIRECTING,Robert Redford,Ordinary People,True,False,4,2,6
1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,True,False,4,2,6
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,Ordinary People,True,False,4,2,6
1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,False,True,2,1,3
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,True,False,2,1,3
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Bo Goldman,Melvin and Howard,True,False,2,1,3
1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,False,True,0,2,2
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,False,True,0,2,2
1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,False,True,0,3,3
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,False,True,0,3,3
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Nancy Meyers, Charles Shyer, Harvey Miller",Private Benjamin,False,True,0,3,3
1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,False,True,0,1,1
1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,True,False,1,6,7
1980,1981,53,ART DIRECTION,Art Direction:  John W. Corso;  Set Decoration:  John M. Dwyer,Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,CINEMATOGRAPHY,Ralf D. Bode,Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,FILM EDITING,Arthur Schmidt,Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,SOUND,"Richard Portman, Roger Heman, Jim Alexander",Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),Tom Rickman,Coal Miner's Daughter,False,True,1,6,7
1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,False,True,0,1,1
1980,1981,53,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford",The Empire Strikes Back,False,True,2,2,4
1980,1981,53,MUSIC (Original Score),John Williams,The Empire Strikes Back,False,True,2,2,4
1980,1981,53,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,True,False,2,2,4
1980,1981,53,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,True,False,2,2,4
1980,1981,53,ART DIRECTION,Yoshiro Muraki,Kagemusha (The Shadow Warrior),False,True,0,2,2
1980,1981,53,FOREIGN LANGUAGE FILM,Japan,Kagemusha (The Shadow Warrior),False,True,0,2,2
1980,1981,53,ART DIRECTION,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,True,False,3,3,6
1980,1981,53,CINEMATOGRAPHY,"Geoffrey Unsworth, Ghislain Cloquet",Tess,True,False,3,3,6
1980,1981,53,COSTUME DESIGN,Anthony Powell,Tess,True,False,3,3,6
1980,1981,53,DIRECTING,Roman Polanski,Tess,False,True,3,3,6
1980,1981,53,MUSIC (Original Score),Philippe Sarde,Tess,False,True,3,3,6
1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,False,True,3,3,6
1980,1981,53,CINEMATOGRAPHY,Nestor Almendros,The Blue Lagoon,False,True,0,1,1
1980,1981,53,CINEMATOGRAPHY,James Crabe,The Formula,False,True,0,1,1
1980,1981,53,COSTUME DESIGN,Anna Senior,My Brilliant Career,False,True,0,1,1
1980,1981,53,COSTUME DESIGN,Jean-Pierre Dorleac,Somewhere in Time,False,True,0,1,1
1980,1981,53,COSTUME DESIGN,Paul Zastupnevich,When Time Ran Out,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Feature),"Ross Spears, Producer",Agee,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Feature),"Jon Else, Producer",The Day after Trinity,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Feature),"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,True,False,1,0,1
1980,1981,53,DOCUMENTARY (Feature),"David Bradbury, Producer",Front Line,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Feature),"Bengt von zur Muehlen and Arthur Cohn, Producers",The Yellow Star - The Persecution of the Jews in Europe 1933-45,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Short Subject),"John Watson and Pen Densham, Producers",Don't Mess with Bill,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Short Subject),"George Casey, Producer",The Eruption of Mount St. Helens,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Short Subject),"Dick Young, Producer",It's the Same World,False,True,0,1,1
1980,1981,53,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,True,False,1,0,1
1980,1981,53,DOCUMENTARY (Short Subject),"Richard Hawkins and Jorge Preloran, Producers",Luther Metke at 94,False,True,0,1,1
1980,1981,53,FILM EDITING,David Blewitt,The Competition,False,True,0,2,2
1980,1981,53,MUSIC (Original Song),Music by Lalo Schifrin; Lyric by Wilbur Jennings,The Competition,False,True,0,2,2
1980,1981,53,FILM EDITING,Gerry Hambling,Fame,False,True,2,4,6
1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,True,False,2,4,6
1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,True,False,2,4,6
1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,False,True,2,4,6
1980,1981,53,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",Fame,False,True,2,4,6
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,False,True,2,4,6
1980,1981,53,FOREIGN LANGUAGE FILM,Hungary,Confidence,False,True,0,1,1
1980,1981,53,FOREIGN LANGUAGE FILM,France,The Last Metro,False,True,0,1,1
1980,1981,53,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,True,False,1,0,1
1980,1981,53,FOREIGN LANGUAGE FILM,Spain,The Nest,False,True,0,1,1
1980,1981,53,MUSIC (Original Score),John Corigliano,Altered States,False,True,0,2,2
1980,1981,53,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",Altered States,False,True,0,2,2
1980,1981,53,MUSIC (Original Song),Music and Lyric by Dolly Parton,Nine to Five,False,True,0,1,1
1980,1981,53,MUSIC (Original Song),Music and Lyric by Willie Nelson,Honeysuckle Rose,False,True,0,1,1
1980,1981,53,SHORT FILM (Animated),"Frédéric Back, Producer",All Nothing,False,True,0,1,1
1980,1981,53,SHORT FILM (Animated),"Ferenc Rofusz, Producer",The Fly,True,False,2,0,2
1986,1987,59,MAKEUP,"Chris Walas, Stephan Dupuis",The Fly,True,False,2,0,2
1980,1981,53,SHORT FILM (Animated),"Michael Mills, Producer",History of the World in Three Minutes Flat,False,True,0,1,1
1980,1981,53,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer",The Dollar Bottom,True,False,1,0,1
1980,1981,53,SHORT FILM (Dramatic Live Action),"Bob Carmichael and Greg Lowe, Producers",Fall Line,False,True,0,1,1
1980,1981,53,SHORT FILM (Dramatic Live Action),"Sally Heckel, Producer",A Jury of Her Peers,False,True,0,1,1
1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Jonathan Hardy, David Stevens, Bruce Beresford",Breaker Morant,False,True,0,1,1
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",Brubaker,False,True,0,1,1
1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Jean Gruault,Mon Oncle D'Amerique,False,True,0,1,1
1981,1982,54,ACTOR IN A LEADING ROLE,Warren Beatty,Reds,False,True,3,9,12
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,False,True,3,9,12
1981,1982,54,ACTRESS IN A LEADING ROLE,Diane Keaton,Reds,False,True,3,9,12
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Reds,True,False,3,9,12
1981,1982,54,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Michael Seirton,Reds,False,True,3,9,12
1981,1982,54,CINEMATOGRAPHY,Vittorio Storaro,Reds,True,False,3,9,12
1981,1982,54,COSTUME DESIGN,Shirley Russell,Reds,False,True,3,9,12
1981,1982,54,DIRECTING,Warren Beatty,Reds,True,False,3,9,12
1981,1982,54,FILM EDITING,"Dede Allen, Craig McKay",Reds,False,True,3,9,12
1981,1982,54,BEST PICTURE,"Warren Beatty, Producer",Reds,False,True,3,9,12
1981,1982,54,SOUND,"Dick Vorisek, Tom Fleischman, Simon Kaye",Reds,False,True,3,9,12
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),"Warren Beatty, Trevor Griffiths",Reds,False,True,3,9,12
1981,1982,54,ACTOR IN A LEADING ROLE,Henry Fonda,On Golden Pond,True,False,3,7,10
1981,1982,54,ACTRESS IN A LEADING ROLE,Katharine Hepburn,On Golden Pond,True,False,3,7,10
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,False,True,3,7,10
1981,1982,54,CINEMATOGRAPHY,Billy Williams,On Golden Pond,False,True,3,7,10
1981,1982,54,DIRECTING,Mark Rydell,On Golden Pond,False,True,3,7,10
1981,1982,54,FILM EDITING,Robert L. Wolfe,On Golden Pond,False,True,3,7,10
1981,1982,54,MUSIC (Original Score),Dave Grusin,On Golden Pond,False,True,3,7,10
1981,1982,54,BEST PICTURE,"Bruce Gilbert, Producer",On Golden Pond,False,True,3,7,10
1981,1982,54,SOUND,"Richard Portman, David Ronne",On Golden Pond,False,True,3,7,10
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),Ernest Thompson,On Golden Pond,True,False,3,7,10
1981,1982,54,ACTOR IN A LEADING ROLE,Burt Lancaster,Atlantic City,False,True,0,5,5
1981,1982,54,ACTRESS IN A LEADING ROLE,Susan Sarandon,Atlantic City,False,True,0,5,5
1981,1982,54,DIRECTING,Louis Malle,Atlantic City,False,True,0,5,5
1981,1982,54,BEST PICTURE,"Denis Heroux and John Kemeny, Producers",Atlantic City,False,True,0,5,5
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),John Guare,Atlantic City,False,True,0,5,5
1981,1982,54,ACTOR IN A LEADING ROLE,Dudley Moore,Arthur,False,True,2,2,4
1981,1982,54,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,True,False,2,2,4
1981,1982,54,MUSIC (Original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,True,False,2,2,4
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),Steve Gordon,Arthur,False,True,2,2,4
1981,1982,54,ACTOR IN A LEADING ROLE,Paul Newman,Absence of Malice,False,True,0,3,3
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Absence of Malice,False,True,0,3,3
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),Kurt Luedtke,Absence of Malice,False,True,0,3,3
1981,1982,54,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,False,True,0,3,3
1981,1982,54,ACTRESS IN A LEADING ROLE,Marsha Mason,Only When I Laugh,False,True,0,3,3
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Joan Hackett,Only When I Laugh,False,True,0,3,3
1981,1982,54,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,False,True,4,3,7
1981,1982,54,COSTUME DESIGN,Milena Canonero,Chariots of Fire,True,False,4,3,7
1981,1982,54,DIRECTING,Hugh Hudson,Chariots of Fire,False,True,4,3,7
1981,1982,54,FILM EDITING,Terry Rawlings,Chariots of Fire,False,True,4,3,7
1981,1982,54,MUSIC (Original Score),Vangelis,Chariots of Fire,True,False,4,3,7
1981,1982,54,BEST PICTURE,"David Puttnam, Producer",Chariots of Fire,True,False,4,3,7
1981,1982,54,WRITING (Screenplay Written Directly for the Screen),Colin Welland,Chariots of Fire,True,False,4,3,7
1981,1982,54,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,False,True,0,8,8
1981,1982,54,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,Ragtime,False,True,0,8,8
1981,1982,54,ART DIRECTION,"Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt",Ragtime,False,True,0,8,8
1981,1982,54,CINEMATOGRAPHY,Miroslav Ondricek,Ragtime,False,True,0,8,8
1981,1982,54,COSTUME DESIGN,Anna Hill Johnstone,Ragtime,False,True,0,8,8
1981,1982,54,MUSIC (Original Score),Randy Newman,Ragtime,False,True,0,8,8
1981,1982,54,MUSIC (Original Song),Music and Lyric by Randy Newman,Ragtime,False,True,0,8,8
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),Michael Weller,Ragtime,False,True,0,8,8
1981,1982,54,ACTRESS IN A LEADING ROLE,Meryl Streep,The French Lieutenant's Woman,False,True,0,5,5
1981,1982,54,ART DIRECTION,Art Direction:  Assheton Gorton;  Set Decoration:  Ann Mollo,The French Lieutenant's Woman,False,True,0,5,5
1981,1982,54,COSTUME DESIGN,Tom Rand,The French Lieutenant's Woman,False,True,0,5,5
1981,1982,54,FILM EDITING,John Bloom,The French Lieutenant's Woman,False,True,0,5,5
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),Harold Pinter,The French Lieutenant's Woman,False,True,0,5,5
1981,1982,54,ART DIRECTION,Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey,Heaven's Gate,False,True,0,1,1
1981,1982,54,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,True,False,5,4,9
1981,1982,54,CINEMATOGRAPHY,Douglas Slocombe,Raiders of the Lost Ark,False,True,5,4,9
1981,1982,54,DIRECTING,Steven Spielberg,Raiders of the Lost Ark,False,True,5,4,9
1981,1982,54,FILM EDITING,Michael Kahn,Raiders of the Lost Ark,True,False,5,4,9
1981,1982,54,MUSIC (Original Score),John Williams,Raiders of the Lost Ark,False,True,5,4,9
1981,1982,54,BEST PICTURE,"Frank Marshall, Producer",Raiders of the Lost Ark,False,True,5,4,9
1981,1982,54,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",Raiders of the Lost Ark,True,False,5,4,9
1981,1982,54,VISUAL EFFECTS,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Raiders of the Lost Ark,True,False,5,4,9
1981,1982,54,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Ben Burtt, Richard L. Anderson",Raiders of the Lost Ark,True,False,5,4,9
1981,1982,54,CINEMATOGRAPHY,Alex Thomson,Excalibur,False,True,0,1,1
1981,1982,54,COSTUME DESIGN,Bob Mackie,Pennies from Heaven,False,True,0,3,3
1981,1982,54,SOUND,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton",Pennies from Heaven,False,True,0,3,3
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),Dennis Potter,Pennies from Heaven,False,True,0,3,3
1981,1982,54,DOCUMENTARY (Feature),"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",Against Wind and Tide: A Cuban Odyssey,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Feature),"Ken Burns, Producer",Brooklyn Bridge,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Feature),"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Feature),"Glenn Silber and Tete Vasconcellos, Producers",El Salvador: Another Vietnam,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Feature),"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,True,False,1,0,1
1981,1982,54,DOCUMENTARY (Short Subject),"Obie Benz, Producer",Americas in Transition,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Short Subject),"Nigel Noble, Producer",Close Harmony,True,False,1,0,1
1981,1982,54,DOCUMENTARY (Short Subject),"Dick Young, Producer",Journey for Survival,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Short Subject),"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",See What I Say,False,True,0,1,1
1981,1982,54,DOCUMENTARY (Short Subject),"Roland Hallé and John Hoover, Producers",Urge to Build,False,True,0,1,1
1981,1982,54,FOREIGN LANGUAGE FILM,Switzerland,The Boat Is Full,False,True,0,1,1
1981,1982,54,FOREIGN LANGUAGE FILM,Poland,Man of Iron,False,True,0,1,1
1981,1982,54,FOREIGN LANGUAGE FILM,Hungary,Mephisto,True,False,1,0,1
1981,1982,54,FOREIGN LANGUAGE FILM,Japan,Muddy River,False,True,0,1,1
1981,1982,54,FOREIGN LANGUAGE FILM,Italy,Three Brothers,False,True,0,1,1
1981,1982,54,MAKEUP,Rick Baker,An American Werewolf in London,True,False,1,0,1
1981,1982,54,MAKEUP,Stan Winston,Heartbeeps,False,True,0,1,1
1981,1982,54,MUSIC (Original Score),Alex North,Dragonslayer,False,True,0,2,2
1981,1982,54,VISUAL EFFECTS,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson",Dragonslayer,False,True,0,2,2
1981,1982,54,MUSIC (Original Song),Music and Lyric by Lionel Richie,Endless Love,False,True,0,1,1
1981,1982,54,MUSIC (Original Song),Music and Lyric by Joe Raposo,The Great Muppet Caper,False,True,0,1,1
1981,1982,54,MUSIC (Original Song),Music by Bill Conti; Lyric by Mick Leeson,For Your Eyes Only,False,True,0,1,1
1981,1982,54,SHORT FILM (Animated),"Frédéric Back, Producer",Crac,True,False,1,0,1
1981,1982,54,SHORT FILM (Animated),"Will Vinton, Producer",The Creation,False,True,0,1,1
1981,1982,54,SHORT FILM (Animated),"Janet Perlman, Producer",The Tender Tale of Cinderella Penguin,False,True,0,1,1
1981,1982,54,SHORT FILM (Live Action),"Christine Oestreicher, Producer",Couples and Robbers,False,True,0,1,1
1981,1982,54,SHORT FILM (Live Action),"John N. Smith, Producer",First Winter,False,True,0,1,1
1981,1982,54,SHORT FILM (Live Action),"Paul Kemp and Shelley Levinson, Producers",Violet,True,False,1,0,1
1981,1982,54,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",Outland,False,True,0,1,1
1981,1982,54,WRITING (Screenplay Based on Material from Another Medium),"Jay Presson Allen, Sidney Lumet",Prince of the City,False,True,0,1,1
1982,1983,55,ACTOR IN A LEADING ROLE,Dustin Hoffman,Tootsie,False,True,1,9,10
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Teri Garr,Tootsie,False,True,1,9,10
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Jessica Lange,Tootsie,True,False,1,9,10
1982,1983,55,CINEMATOGRAPHY,Owen Roizman,Tootsie,False,True,1,9,10
1982,1983,55,DIRECTING,Sydney Pollack,Tootsie,False,True,1,9,10
1982,1983,55,FILM EDITING,"Fredric Steinkamp, William Steinkamp",Tootsie,False,True,1,9,10
1982,1983,55,MUSIC (Original Song),Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,Tootsie,False,True,1,9,10
1982,1983,55,BEST PICTURE,"Sydney Pollack and Dick Richards, Producers",Tootsie,False,True,1,9,10
1982,1983,55,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",Tootsie,False,True,1,9,10
1982,1983,55,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",Tootsie,False,True,1,9,10
1982,1983,55,ACTOR IN A LEADING ROLE,Ben Kingsley,Gandhi,True,False,8,3,11
1982,1983,55,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",Gandhi,True,False,8,3,11
1982,1983,55,CINEMATOGRAPHY,"Billy Williams, Ronnie Taylor",Gandhi,True,False,8,3,11
1982,1983,55,COSTUME DESIGN,"John Mollo, Bhanu Athaiya",Gandhi,True,False,8,3,11
1982,1983,55,DIRECTING,Richard Attenborough,Gandhi,True,False,8,3,11
1982,1983,55,FILM EDITING,John Bloom,Gandhi,True,False,8,3,11
1982,1983,55,MAKEUP,Tom Smith,Gandhi,False,True,8,3,11
1982,1983,55,MUSIC (Original Score),"Ravi Shankar, George Fenton",Gandhi,False,True,8,3,11
1982,1983,55,BEST PICTURE,"Richard Attenborough, Producer",Gandhi,True,False,8,3,11
1982,1983,55,SOUND,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",Gandhi,False,True,8,3,11
1982,1983,55,WRITING (Screenplay Written Directly for the Screen),John Briley,Gandhi,True,False,8,3,11
1982,1983,55,ACTOR IN A LEADING ROLE,Jack Lemmon,Missing,False,True,1,3,4
1982,1983,55,ACTRESS IN A LEADING ROLE,Sissy Spacek,Missing,False,True,1,3,4
1982,1983,55,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",Missing,False,True,1,3,4
1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),"Costa-Gavras, Donald Stewart",Missing,True,False,1,3,4
1982,1983,55,ACTOR IN A LEADING ROLE,Paul Newman,The Verdict,False,True,0,5,5
1982,1983,55,ACTOR IN A SUPPORTING ROLE,James Mason,The Verdict,False,True,0,5,5
1982,1983,55,DIRECTING,Sidney Lumet,The Verdict,False,True,0,5,5
1982,1983,55,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",The Verdict,False,True,0,5,5
1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),David Mamet,The Verdict,False,True,0,5,5
1982,1983,55,ACTOR IN A LEADING ROLE,Peter O'Toole,My Favorite Year,False,True,0,1,1
1982,1983,55,ACTOR IN A SUPPORTING ROLE,Charles Durning,The Best Little Whorehouse in Texas,False,True,0,1,1
1982,1983,55,ACTOR IN A SUPPORTING ROLE,"Louis Gossett, Jr.",An Officer and a Gentleman,True,False,2,4,6
1982,1983,55,ACTRESS IN A LEADING ROLE,Debra Winger,An Officer and a Gentleman,False,True,2,4,6
1982,1983,55,FILM EDITING,Peter Zinner,An Officer and a Gentleman,False,True,2,4,6
1982,1983,55,MUSIC (Original Score),Jack Nitzsche,An Officer and a Gentleman,False,True,2,4,6
1982,1983,55,MUSIC (Original Song),Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,True,False,2,4,6
1982,1983,55,WRITING (Screenplay Written Directly for the Screen),Douglas Day Stewart,An Officer and a Gentleman,False,True,2,4,6
1982,1983,55,ACTOR IN A SUPPORTING ROLE,John Lithgow,The World According to Garp,False,True,0,2,2
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The World According to Garp,False,True,0,2,2
1982,1983,55,ACTOR IN A SUPPORTING ROLE,Robert Preston,Victor/Victoria,False,True,1,6,7
1982,1983,55,ACTRESS IN A LEADING ROLE,Julie Andrews,Victor/Victoria,False,True,1,6,7
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Lesley Ann Warren,Victor/Victoria,False,True,1,6,7
1982,1983,55,ART DIRECTION,"Art Direction:  Rodger Maus, Tim Hutchinson, William Craig Smith;  Set Decoration:  Harry Cordwell",Victor/Victoria,False,True,1,6,7
1982,1983,55,COSTUME DESIGN,Patricia Norris,Victor/Victoria,False,True,1,6,7
1982,1983,55,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,True,False,1,6,7
1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),Blake Edwards,Victor/Victoria,False,True,1,6,7
1982,1983,55,ACTRESS IN A LEADING ROLE,Jessica Lange,Frances,False,True,0,2,2
1982,1983,55,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,Frances,False,True,0,2,2
1982,1983,55,ACTRESS IN A LEADING ROLE,Meryl Streep,Sophie's Choice,True,False,1,4,5
1982,1983,55,CINEMATOGRAPHY,Nestor Almendros,Sophie's Choice,False,True,1,4,5
1982,1983,55,COSTUME DESIGN,Albert Wolsky,Sophie's Choice,False,True,1,4,5
1982,1983,55,MUSIC (Original Score),Marvin Hamlisch,Sophie's Choice,False,True,1,4,5
1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),Alan J. Pakula,Sophie's Choice,False,True,1,4,5
