year_film,year_ceremony,ceremony,category,name,film,winner,loser,winner_ct,loser_ct,nominees
1999,2000,72,FILM EDITING,Lisa Zeno Churgin,The Cider House Rules,False,True,2,5,7
1999,2000,72,MUSIC (Original Score),Rachel Portman,The Cider House Rules,False,True,2,5,7
1999,2000,72,BEST PICTURE,"Richard N. Gladstein, Producer",The Cider House Rules,False,True,2,5,7
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,The Cider House Rules,True,False,2,5,7
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,False,True,0,3,3
1999,2000,72,MUSIC (Original Song),Music and Lyric by Aimee Mann,Magnolia,False,True,0,3,3
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Paul Thomas Anderson,Magnolia,False,True,0,3,3
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,False,True,0,4,4
1999,2000,72,BEST PICTURE,"David Valdes and Frank Darabont, Producers",The Green Mile,False,True,0,4,4
1999,2000,72,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",The Green Mile,False,True,0,4,4
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Green Mile,False,True,0,4,4
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,False,True,0,5,5
1999,2000,72,ART DIRECTION,Art Direction:  Roy Walker;  Set Decoration:  Bruno Cesari,The Talented Mr. Ripley,False,True,0,5,5
1999,2000,72,COSTUME DESIGN,"Ann Roth, Gary Jones",The Talented Mr. Ripley,False,True,0,5,5
1999,2000,72,MUSIC (Original Score),Gabriel Yared,The Talented Mr. Ripley,False,True,0,5,5
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Anthony Minghella,The Talented Mr. Ripley,False,True,0,5,5
1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,False,True,0,6,6
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,False,True,0,6,6
1999,2000,72,DIRECTING,M. Night Shyamalan,The Sixth Sense,False,True,0,6,6
1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,False,True,0,6,6
1999,2000,72,BEST PICTURE,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",The Sixth Sense,False,True,0,6,6
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),M. Night Shyamalan,The Sixth Sense,False,True,0,6,6
1999,2000,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,False,True,0,1,1
1999,2000,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,False,True,0,2,2
1999,2000,72,CINEMATOGRAPHY,Roger Pratt,The End of the Affair,False,True,0,2,2
1999,2000,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,False,True,0,2,2
1999,2000,72,MUSIC (Original Song),Music and Lyric by Diane Warren,Music of the Heart,False,True,0,2,2
1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,True,False,1,1,2
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,False,True,1,1,2
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",True,False,1,0,1
1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,False,True,0,3,3
1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,False,True,0,3,3
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Charlie Kaufman,Being John Malkovich,False,True,0,3,3
1999,2000,72,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Anna and the King,False,True,0,2,2
1999,2000,72,COSTUME DESIGN,Jenny Beavan,Anna and the King,False,True,0,2,2
1999,2000,72,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,True,False,1,2,3
1999,2000,72,CINEMATOGRAPHY,Emmanuel Lubezki,Sleepy Hollow,False,True,1,2,3
1999,2000,72,COSTUME DESIGN,Colleen Atwood,Sleepy Hollow,False,True,1,2,3
1999,2000,72,ART DIRECTION,"Art Direction:  Eve Stewart;  Set Decoration:  Eve Stewart, John Bush",Topsy-Turvy,False,True,2,2,4
1999,2000,72,COSTUME DESIGN,Lindy Hemming,Topsy-Turvy,True,False,2,2,4
1999,2000,72,MAKEUP,"Christine Blundell, Trefor Proud",Topsy-Turvy,True,False,2,2,4
1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Mike Leigh,Topsy-Turvy,False,True,2,2,4
1999,2000,72,CINEMATOGRAPHY,Robert Richardson,Snow Falling on Cedars,False,True,0,1,1
1999,2000,72,COSTUME DESIGN,Milena Canonero,Titus,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Feature),"Wim Wenders, Ulrich Felsberg",Buena Vista Social Club,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Feature),"Roko Belic, Adrian Belic",Genghis Blues,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Feature),"Nanette Burstein, Brett Morgen",On the Ropes,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",One Day in September,True,False,1,0,1
1999,2000,72,DOCUMENTARY (Feature),"Paola di Florio, Lilibet Foster",Speaking in Strings,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Short Subject),Bert Van Bork,Eyewitness,False,True,0,1,1
1999,2000,72,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",King Gimp,True,False,1,0,1
1999,2000,72,DOCUMENTARY (Short Subject),"Simeon Soffer, Jonathan Stack",The Wildest Show in the South: The Angola Prison Rodeo,False,True,0,1,1
1999,2000,72,FILM EDITING,Zach Staenberg,The Matrix,True,False,4,0,4
1999,2000,72,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,True,False,4,0,4
1999,2000,72,SOUND EFFECTS EDITING,Dane A. Davis,The Matrix,True,False,4,0,4
1999,2000,72,VISUAL EFFECTS,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,True,False,4,0,4
1999,2000,72,FOREIGN LANGUAGE FILM,Spain,All about My Mother,True,False,1,0,1
1999,2000,72,FOREIGN LANGUAGE FILM,Nepal,Caravan,False,True,0,1,1
1999,2000,72,FOREIGN LANGUAGE FILM,France,East-West,False,True,0,1,1
1999,2000,72,FOREIGN LANGUAGE FILM,United Kingdom,Solomon and Gaenor,False,True,0,1,1
1999,2000,72,FOREIGN LANGUAGE FILM,Sweden,Under the Sun,False,True,0,1,1
1999,2000,72,MAKEUP,"Michèle Burke, Mike Smithson",Austin Powers: The Spy Who Shagged Me,False,True,0,1,1
1999,2000,72,MAKEUP,Greg Cannom,Bicentennial Man,False,True,0,1,1
1999,2000,72,MAKEUP,Rick Baker,Life,False,True,0,1,1
1999,2000,72,MUSIC (Original Score),John Williams,Angela's Ashes,False,True,0,1,1
1999,2000,72,MUSIC (Original Score),John Corigliano,The Red Violin,True,False,1,0,1
1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",False,True,0,1,1
1999,2000,72,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 2,False,True,0,1,1
1999,2000,72,MUSIC (Original Song),Music and Lyric by Phil Collins,Tarzan,True,False,1,0,1
1999,2000,72,SHORT FILM (Animated),Peter Peake,Humdrum,False,True,0,1,1
1999,2000,72,SHORT FILM (Animated),Torill Kove,My Grandmother Ironed the King's Shirts,False,True,0,1,1
1999,2000,72,SHORT FILM (Animated),Alexander Petrov,The Old Man and the Sea,True,False,1,0,1
1999,2000,72,SHORT FILM (Animated),Paul Driessen,3 Misses,False,True,0,1,1
1999,2000,72,SHORT FILM (Animated),"Wendy Tilby, Amanda Forbis",When the Day Breaks,False,True,0,1,1
1999,2000,72,SHORT FILM (Live Action),"Henrik Ruben Genz, Michael W. Horsten","Bror, Min Bror (Teis and Nico)",False,True,0,1,1
1999,2000,72,SHORT FILM (Live Action),"Mehdi Norowzian, Steve Wax",Killing Joe,False,True,0,1,1
1999,2000,72,SHORT FILM (Live Action),"Marc-Andreas Bochert, Gabriele Lins",Kleingeld (Small Change),False,True,0,1,1
1999,2000,72,SHORT FILM (Live Action),Marcus Olsson,Major and Minor Miracles,False,True,0,1,1
1999,2000,72,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",My Mother Dreams the Satan's Disciples in New York,True,False,1,0,1
1999,2000,72,SOUND,"Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro",The Mummy,False,True,0,1,1
1999,2000,72,SOUND,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",Star Wars Episode I: The Phantom Menace,False,True,0,3,3
1999,2000,72,SOUND EFFECTS EDITING,"Ben Burtt, Tom Bellfort",Star Wars Episode I: The Phantom Menace,False,True,0,3,3
1999,2000,72,VISUAL EFFECTS,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",Star Wars Episode I: The Phantom Menace,False,True,0,3,3
1999,2000,72,SOUND EFFECTS EDITING,"Ren Klyce, Richard Hymns",Fight Club,False,True,0,1,1
1999,2000,72,VISUAL EFFECTS,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",Stuart Little,False,True,0,1,1
1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Alexander Payne, Jim Taylor",Election,False,True,0,1,1
2000,2001,73,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,False,True,0,1,1
2000,2001,73,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,True,False,5,7,12
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,False,True,5,7,12
2000,2001,73,ART DIRECTION,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,Gladiator,False,True,5,7,12
2000,2001,73,CINEMATOGRAPHY,John Mathieson,Gladiator,False,True,5,7,12
2000,2001,73,COSTUME DESIGN,Janty Yates,Gladiator,True,False,5,7,12
2000,2001,73,DIRECTING,Ridley Scott,Gladiator,False,True,5,7,12
2000,2001,73,FILM EDITING,Pietro Scalia,Gladiator,False,True,5,7,12
2000,2001,73,MUSIC (Original Score),Hans Zimmer,Gladiator,False,True,5,7,12
2000,2001,73,BEST PICTURE,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,True,False,5,7,12
2000,2001,73,SOUND,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,True,False,5,7,12
2000,2001,73,VISUAL EFFECTS,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,True,False,5,7,12
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,Gladiator,False,True,5,7,12
2000,2001,73,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,False,True,0,2,2
2000,2001,73,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Cast Away,False,True,0,2,2
2000,2001,73,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,False,True,1,1,2
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Pollock,True,False,1,1,2
2000,2001,73,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,False,True,0,3,3
2000,2001,73,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Quills,False,True,0,3,3
2000,2001,73,COSTUME DESIGN,Jacqueline West,Quills,False,True,0,3,3
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,False,True,0,2,2
2000,2001,73,ACTRESS IN A LEADING ROLE,Joan Allen,The Contender,False,True,0,2,2
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,False,True,0,2,2
2000,2001,73,MAKEUP,"Ann Buchanan, Amber Sibley",Shadow of the Vampire,False,True,0,2,2
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,Traffic,True,False,4,1,5
2000,2001,73,DIRECTING,Steven Soderbergh,Traffic,True,False,4,1,5
2000,2001,73,FILM EDITING,Stephen Mirrione,Traffic,True,False,4,1,5
2000,2001,73,BEST PICTURE,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Traffic,False,True,4,1,5
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Stephen Gaghan,Traffic,True,False,4,1,5
2000,2001,73,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,False,True,1,4,5
2000,2001,73,ACTRESS IN A LEADING ROLE,Julia Roberts,Erin Brockovich,True,False,1,4,5
2000,2001,73,DIRECTING,Steven Soderbergh,Erin Brockovich,False,True,1,4,5
2000,2001,73,BEST PICTURE,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Erin Brockovich,False,True,1,4,5
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Susannah Grant,Erin Brockovich,False,True,1,4,5
2000,2001,73,ACTRESS IN A LEADING ROLE,Juliette Binoche,Chocolat,False,True,0,5,5
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Chocolat,False,True,0,5,5
2000,2001,73,MUSIC (Original Score),Rachel Portman,Chocolat,False,True,0,5,5
2000,2001,73,BEST PICTURE,"David Brown, Kit Golden and Leslie Holleran, Producers",Chocolat,False,True,0,5,5
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Robert Nelson Jacobs,Chocolat,False,True,0,5,5
2000,2001,73,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Requiem for a Dream,False,True,0,1,1
2000,2001,73,ACTRESS IN A LEADING ROLE,Laura Linney,You Can Count on Me,False,True,0,2,2
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Kenneth Lonergan,You Can Count on Me,False,True,0,2,2
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Kate Hudson,Almost Famous,False,True,1,3,4
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Almost Famous,False,True,1,3,4
2000,2001,73,FILM EDITING,"Joe Hutshing, Saar Klein",Almost Famous,False,True,1,3,4
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Cameron Crowe,Almost Famous,True,False,1,3,4
2000,2001,73,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,False,True,0,3,3
2000,2001,73,DIRECTING,Stephen Daldry,Billy Elliot,False,True,0,3,3
2000,2001,73,WRITING (Screenplay Written Directly for the Screen),Written by Lee Hall,Billy Elliot,False,True,0,3,3
2000,2001,73,ART DIRECTION,Tim Yip,"Crouching Tiger, Hidden Dragon",True,False,4,6,10
2000,2001,73,CINEMATOGRAPHY,Peter Pau,"Crouching Tiger, Hidden Dragon",True,False,4,6,10
2000,2001,73,COSTUME DESIGN,Tim Yip,"Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,DIRECTING,Ang Lee,"Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,FILM EDITING,Tim Squyres,"Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,FOREIGN LANGUAGE FILM,Taiwan,"Crouching Tiger, Hidden Dragon",True,False,4,6,10
2000,2001,73,MUSIC (Original Score),Tan Dun,"Crouching Tiger, Hidden Dragon",True,False,4,6,10
2000,2001,73,MUSIC (Original Song),Music by Jorge Calandrelli and Tan Dun; Lyric by James Schamus,"Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,BEST PICTURE,"Bill Kong, Hsu Li Kong and Ang Lee, Producers","Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,"Crouching Tiger, Hidden Dragon",False,True,4,6,10
2000,2001,73,ART DIRECTION,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,Dr. Seuss' How the Grinch Stole Christmas,False,True,1,2,3
2000,2001,73,COSTUME DESIGN,Rita Ryack,Dr. Seuss' How the Grinch Stole Christmas,False,True,1,2,3
2000,2001,73,MAKEUP,"Rick Baker, Gail Ryan",Dr. Seuss' How the Grinch Stole Christmas,True,False,1,2,3
2000,2001,73,ART DIRECTION,Art Direction:  Jean Rabasse;  Set Decoration:  Françoise Benoît-Fresco,Vatel,False,True,0,1,1
2000,2001,73,CINEMATOGRAPHY,Lajos Koltai,Malèna,False,True,0,2,2
2000,2001,73,MUSIC (Original Score),Ennio Morricone,Malèna,False,True,0,2,2
2000,2001,73,CINEMATOGRAPHY,Roger Deakins,"O Brother, Where Art Thou?",False,True,0,2,2
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ethan Coen & Joel Coen,"O Brother, Where Art Thou?",False,True,0,2,2
2000,2001,73,CINEMATOGRAPHY,Caleb Deschanel,The Patriot,False,True,0,3,3
2000,2001,73,MUSIC (Original Score),John Williams,The Patriot,False,True,0,3,3
2000,2001,73,SOUND,"Kevin O'Connell, Greg P. Russell, Lee Orloff",The Patriot,False,True,0,3,3
2000,2001,73,COSTUME DESIGN,Anthony Powell,102 Dalmatians,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Feature),"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,True,False,1,0,1
2000,2001,73,DOCUMENTARY (Feature),Tod Lending,Legacy,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Feature),"Frances Reid, Deborah Hoffmann",Long Night's Journey into Day,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Feature),"Barak Goodman, Daniel Anker",Scottsboro: An American Tragedy,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Feature),"Josh Aronson, Roger Weisberg",Sound and Fury,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Short Subject),Tracy Seretean,Big Mama,True,False,1,0,1
2000,2001,73,DOCUMENTARY (Short Subject),"Chuck Braverman, Steve Kalafer",Curtain Call,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Short Subject),"Greg MacGillivray, Alec Lorimore",Dolphins,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Short Subject),Daniel Raim,The Man on Lincoln's Nose,False,True,0,1,1
2000,2001,73,DOCUMENTARY (Short Subject),"Eric Simonson, Leelai Demoz",On Tiptoe: Gentle Steps to Freedom,False,True,0,1,1
2000,2001,73,FILM EDITING,Dede Allen,Wonder Boys,False,True,1,2,3
2000,2001,73,MUSIC (Original Song),Music and Lyric by Bob Dylan,Wonder Boys,True,False,1,2,3
2000,2001,73,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Steve Kloves,Wonder Boys,False,True,1,2,3
2000,2001,73,FOREIGN LANGUAGE FILM,Mexico,Amores Perros,False,True,0,1,1
2000,2001,73,FOREIGN LANGUAGE FILM,Czech Republic,Divided We Fall,False,True,0,1,1
2000,2001,73,FOREIGN LANGUAGE FILM,Belgium,Everybody Famous!,False,True,0,1,1
2000,2001,73,FOREIGN LANGUAGE FILM,France,The Taste of Others,False,True,0,1,1
2000,2001,73,MAKEUP,"Michèle Burke, Edouard Henriques",The Cell,False,True,0,1,1
2000,2001,73,MUSIC (Original Song),Music and Lyric by Randy Newman,Meet the Parents,False,True,0,1,1
2000,2001,73,MUSIC (Original Song),Music by Björk; Lyric by Lars von Trier and Sjon Sigurdsson,Dancer in the Dark,False,True,0,1,1
2000,2001,73,MUSIC (Original Song),Music by Sting and David Hartley; Lyric by Sting,The Emperor's New Groove,False,True,0,1,1
2000,2001,73,SHORT FILM (Animated),Michael Dudok de Wit,Father and Daughter,True,False,1,0,1
2000,2001,73,SHORT FILM (Animated),"Steffen Schäffler, Annette Schäffler",The Periwig-Maker,False,True,0,1,1
2000,2001,73,SHORT FILM (Animated),Don Hertzfeldt,Rejected,False,True,0,1,1
2000,2001,73,SHORT FILM (Live Action),"Peter Riegert, Ericka Frederick",By Courier,False,True,0,1,1
2000,2001,73,SHORT FILM (Live Action),"Joan Stein, Christina Lazaridi",One Day Crossing,False,True,0,1,1
2000,2001,73,SHORT FILM (Live Action),Florian Gallenberger,Quiero Ser (I want to be...),True,False,1,0,1
2000,2001,73,SHORT FILM (Live Action),"Gail Lerner, Colin Campbell",Seraglio,False,True,0,1,1
2000,2001,73,SHORT FILM (Live Action),Paulo Machline,A Soccer Story (Uma Historia de Futebol),False,True,0,1,1
2000,2001,73,SOUND,"John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester",The Perfect Storm,False,True,0,2,2
2000,2001,73,VISUAL EFFECTS,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti",The Perfect Storm,False,True,0,2,2
2000,2001,73,SOUND,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock",U-571,False,True,1,1,2
2000,2001,73,SOUND EDITING,Jon Johnson,U-571,True,False,1,1,2
2000,2001,73,SOUND EDITING,"Alan Robert Murray, Bub Asman",Space Cowboys,False,True,0,1,1
2000,2001,73,VISUAL EFFECTS,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",Hollow Man,False,True,0,1,1
2001,2002,74,ACTOR IN A LEADING ROLE,Russell Crowe,A Beautiful Mind,False,True,4,4,8
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,A Beautiful Mind,True,False,4,4,8
2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,True,False,4,4,8
2001,2002,74,FILM EDITING,"Mike Hill, Dan Hanley",A Beautiful Mind,False,True,4,4,8
2001,2002,74,MAKEUP,"Greg Cannom, Colleen Callaghan",A Beautiful Mind,False,True,4,4,8
2001,2002,74,MUSIC (Original Score),James Horner,A Beautiful Mind,False,True,4,4,8
2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,True,False,4,4,8
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,A Beautiful Mind,True,False,4,4,8
2001,2002,74,ACTOR IN A LEADING ROLE,Sean Penn,I Am Sam,False,True,0,1,1
2001,2002,74,ACTOR IN A LEADING ROLE,Will Smith,Ali,False,True,0,2,2
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jon Voight,Ali,False,True,0,2,2
2001,2002,74,ACTOR IN A LEADING ROLE,Denzel Washington,Training Day,True,False,1,1,2
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Training Day,False,True,1,1,2
2001,2002,74,ACTOR IN A LEADING ROLE,Tom Wilkinson,In the Bedroom,False,True,0,5,5
2001,2002,74,ACTRESS IN A LEADING ROLE,Sissy Spacek,In the Bedroom,False,True,0,5,5
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,In the Bedroom,False,True,0,5,5
2001,2002,74,BEST PICTURE,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,False,True,0,5,5
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Rob Festinger and Todd Field,In the Bedroom,False,True,0,5,5
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Jim Broadbent,Iris,True,False,1,2,3
2001,2002,74,ACTRESS IN A LEADING ROLE,Judi Dench,Iris,False,True,1,2,3
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Iris,False,True,1,2,3
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Sexy Beast,False,True,0,1,1
2001,2002,74,ACTOR IN A SUPPORTING ROLE,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah,The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,CINEMATOGRAPHY,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,True,False,4,9,13
2001,2002,74,COSTUME DESIGN,"Ngila Dickson, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,FILM EDITING,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,MAKEUP,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,True,False,4,9,13
2001,2002,74,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,True,False,4,9,13
2001,2002,74,MUSIC (Original Song),"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,SOUND,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,VISUAL EFFECTS,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",The Lord of the Rings: The Fellowship of the Ring,True,False,4,9,13
2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",The Lord of the Rings: The Fellowship of the Ring,False,True,4,9,13
2001,2002,74,ACTRESS IN A LEADING ROLE,Halle Berry,Monster's Ball,True,False,1,1,2
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Milo Addica & Will Rokos,Monster's Ball,False,True,1,1,2
2001,2002,74,ACTRESS IN A LEADING ROLE,Nicole Kidman,Moulin Rouge,False,True,2,6,8
2001,2002,74,ART DIRECTION,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,True,False,2,6,8
2001,2002,74,CINEMATOGRAPHY,Donald M. McAlpine,Moulin Rouge,False,True,2,6,8
2001,2002,74,COSTUME DESIGN,"Catherine Martin, Angus Strathie",Moulin Rouge,True,False,2,6,8
2001,2002,74,FILM EDITING,Jill Bilcock,Moulin Rouge,False,True,2,6,8
2001,2002,74,MAKEUP,"Maurizio Silvi, Aldo Signoretti",Moulin Rouge,False,True,2,6,8
2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,False,True,2,6,8
2001,2002,74,SOUND,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Moulin Rouge,False,True,2,6,8
2001,2002,74,ACTRESS IN A LEADING ROLE,Renée Zellweger,Bridget Jones's Diary,False,True,0,1,1
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,Gosford Park,False,True,1,6,7
2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,False,True,1,6,7
2001,2002,74,ART DIRECTION,Art Direction:  Stephen Altman; Set Decoration:  Anna Pinnock,Gosford Park,False,True,1,6,7
2001,2002,74,COSTUME DESIGN,Jenny Beavan,Gosford Park,False,True,1,6,7
2001,2002,74,DIRECTING,Robert Altman,Gosford Park,False,True,1,6,7
2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,False,True,1,6,7
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,True,False,1,6,7
2001,2002,74,ANIMATED FEATURE FILM,"Steve Oedekerk, John A. Davis",Jimmy Neutron: Boy Genius,False,True,0,1,1
2001,2002,74,ANIMATED FEATURE FILM,"Pete Docter, John Lasseter","Monsters, Inc.",False,True,1,3,4
